time/total_timesteps,train/loss,lr/train,train/loss_avg,train/loss_std
5000,0.6871936321258545,0.00047834776357448696,1.3967274008152744,3.3207522034855037
10000,0.570704460144043,0.00047834776357448696,0.725409252166748,0.13622779518041803
15000,0.49594002962112427,0.00047834776357448696,0.5943250124931335,0.12960717694537635
20000,0.6409920454025269,0.00047834776357448696,0.5868007817268371,0.14641129499735994
25000,0.6664701700210571,0.00047834776357448696,0.5535111200332642,0.1742254092113904
30000,0.4231846034526825,0.00047834776357448696,0.5353203461647034,0.18756244791182786
35000,0.7111724019050598,0.00047834776357448696,0.5210829147338867,0.1876165617192702
40000,0.3960610628128052,0.00047834776357448696,0.46494806680679324,0.15376045598760069
45000,0.3321128189563751,0.00047834776357448696,0.48752169766426084,0.16310896171600595
50000,0.3172006607055664,0.00047834776357448696,0.4682361993312836,0.15795770845570833
55000,0.2681373953819275,0.00047834776357448696,0.48366660299301145,0.16473271898184558
60000,0.5490157604217529,0.00047834776357448696,0.4900029297828674,0.18027106046398855
65000,0.4623284637928009,0.00047834776357448696,0.45324439263343813,0.15886222004609973
70000,0.2887871265411377,0.00047834776357448696,0.4398320945262909,0.15111199643417172
75000,0.6916757822036743,0.00047834776357448696,0.42212933082580567,0.16794087522139156
80000,0.35384583473205566,0.00047834776357448696,0.44512783794403077,0.14806707613552106
85000,0.685631513595581,0.00047834776357448696,0.4231911136627197,0.1345931011464979
90000,0.6449710130691528,0.00047834776357448696,0.41074662685394286,0.15694011936158725
95000,0.5481056571006775,0.00047834776357448696,0.43392203483581543,0.1804928564821739
100000,0.2817051410675049,0.00047834776357448696,0.4636205695152283,0.17017301665463888
105000,0.6157714128494263,0.00047834776357448696,0.4381078109741211,0.14684213557063266
110000,0.4763794541358948,0.00047834776357448696,0.43824598331451414,0.15644268961076876
115000,0.3313087224960327,0.00047834776357448696,0.3919015419960022,0.1349431719761244
120000,0.42799872159957886,0.00047834776357448696,0.40708044185638426,0.1424359560098213
125000,0.5362266302108765,0.00047834776357448696,0.38494891777038576,0.14453217458064455
130000,0.4807303547859192,0.00047834776357448696,0.44091895027160644,0.1586807783613842
135000,0.4674009084701538,0.00047834776357448696,0.38903147468566895,0.13925187675115153
140000,0.4812104105949402,0.00047834776357448696,0.40056780223846433,0.1545406808256027
145000,0.28709086775779724,0.00047834776357448696,0.4113846366405487,0.17452296026260444
150000,0.6069380044937134,0.00047834776357448696,0.39913180775642393,0.13212411372598676
155000,0.49402254819869995,0.00047834776357448696,0.4147962872505188,0.15764601249783722
160000,0.7334433794021606,0.00047834776357448696,0.4066831332206726,0.13241425179046445
165000,0.40522143244743347,0.00047834776357448696,0.39404748663902284,0.1436746798298627
170000,0.6080480217933655,0.00047834776357448696,0.4029521593570709,0.1367947996114216
175000,0.2834138870239258,0.00047834776357448696,0.3843747262954712,0.1511123946243756
180000,0.5704963803291321,0.00047834776357448696,0.3819698694229126,0.14247422868243476
185000,0.5540931820869446,0.00047834776357448696,0.38389840545654297,0.1563402204558834
190000,0.23365518450737,0.00047834776357448696,0.4200342077255249,0.15388339778757346
195000,0.2858518958091736,0.00047834776357448696,0.38048722496032716,0.14797446727960567
200000,0.4090370237827301,0.00047834776357448696,0.39523837890625,0.14645375791980958
