station,date,nhrh_pred_lwmwet_1_tot
OSTI4,2021-04-05,0
GVNI4,2021-04-05,0
BNKI4,2021-04-06,0
AHTI4,2021-04-06,0
GVNI4,2021-04-06,0
OSTI4,2021-04-06,0
OSTI4,2021-04-07,0
AHTI4,2021-04-07,0
GVNI4,2021-04-07,660
BNKI4,2021-04-07,180
BNKI4,2021-04-08,660
AHTI4,2021-04-08,1020
GVNI4,2021-04-08,1380
OSTI4,2021-04-08,1200
OSTI4,2021-04-09,1200
BNKI4,2021-04-09,1260
AHTI4,2021-04-09,1080
GVNI4,2021-04-09,840
BNKI4,2021-04-10,1380
GVNI4,2021-04-10,0
OSTI4,2021-04-10,1260
AHTI4,2021-04-10,0
OSTI4,2021-04-11,1140
BNKI4,2021-04-11,1200
AHTI4,2021-04-11,0
GVNI4,2021-04-11,0
GVNI4,2021-04-12,0
BNKI4,2021-04-12,900
AHTI4,2021-04-12,0
OSTI4,2021-04-12,420
OSTI4,2021-04-13,0
GVNI4,2021-04-13,0
AHTI4,2021-04-13,0
BNKI4,2021-04-13,180
AHTI4,2021-04-14,0
GVNI4,2021-04-14,0
OSTI4,2021-04-14,0
BNKI4,2021-04-14,0
BNKI4,2021-04-15,480
GVNI4,2021-04-15,0
OSTI4,2021-04-15,540
AHTI4,2021-04-15,0
BNKI4,2021-04-16,60
GVNI4,2021-04-16,60
AHTI4,2021-04-16,0
OSTI4,2021-04-16,240
BNKI4,2021-04-17,0
AHTI4,2021-04-17,0
GVNI4,2021-04-17,900
OSTI4,2021-04-17,420
BNKI4,2021-04-18,60
AHTI4,2021-04-18,0
GVNI4,2021-04-18,0
OSTI4,2021-04-18,0
GVNI4,2021-04-19,240
BNKI4,2021-04-19,60
AHTI4,2021-04-19,0
OSTI4,2021-04-19,360
AHTI4,2021-04-20,0
GVNI4,2021-04-20,180
BNKI4,2021-04-20,0
OSTI4,2021-04-20,300
OSTI4,2021-04-21,0
BNKI4,2021-04-21,0
AHTI4,2021-04-21,0
GVNI4,2021-04-21,0
AHTI4,2021-04-22,0
GVNI4,2021-04-22,0
OSTI4,2021-04-22,0
BNKI4,2021-04-22,0
OSTI4,2021-04-23,0
GVNI4,2021-04-23,0
AHTI4,2021-04-23,0
BNKI4,2021-04-23,0
OSTI4,2021-04-24,840
BNKI4,2021-04-24,480
GVNI4,2021-04-24,60
AHTI4,2021-04-24,300
AHTI4,2021-04-25,0
BNKI4,2021-04-25,180
OSTI4,2021-04-25,0
GVNI4,2021-04-25,0
OSTI4,2021-04-26,0
BNKI4,2021-04-26,0
GVNI4,2021-04-26,0
AHTI4,2021-04-26,0
BNKI4,2021-04-27,0
GVNI4,2021-04-27,0
AHTI4,2021-04-27,0
OSTI4,2021-04-27,0
OSTI4,2021-04-28,240
BNKI4,2021-04-28,0
GVNI4,2021-04-28,0
AHTI4,2021-04-28,0
BNKI4,2021-04-29,240
AHTI4,2021-04-29,180
OSTI4,2021-04-29,720
GVNI4,2021-04-29,0
BNKI4,2021-04-30,0
GVNI4,2021-04-30,0
OSTI4,2021-04-30,0
AHTI4,2021-04-30,0
AHTI4,2021-05-01,0
OSTI4,2021-05-01,0
BNKI4,2021-05-01,0
GVNI4,2021-05-01,0
AHTI4,2021-05-02,0
OSTI4,2021-05-02,0
GVNI4,2021-05-02,180
BNKI4,2021-05-02,0
GVNI4,2021-05-03,480
OSTI4,2021-05-03,1020
AHTI4,2021-05-03,420
BNKI4,2021-05-03,900
BNKI4,2021-05-04,300
AHTI4,2021-05-04,0
GVNI4,2021-05-04,0
OSTI4,2021-05-04,0
BNKI4,2021-05-05,60
OSTI4,2021-05-05,0
AHTI4,2021-05-05,0
GVNI4,2021-05-05,0
GVNI4,2021-05-06,360
AHTI4,2021-05-06,0
BNKI4,2021-05-06,360
OSTI4,2021-05-06,180
AHTI4,2021-05-07,0
BNKI4,2021-05-07,0
OSTI4,2021-05-07,0
GVNI4,2021-05-07,0
GVNI4,2021-05-08,0
AHTI4,2021-05-08,0
OSTI4,2021-05-08,0
BNKI4,2021-05-08,0
GVNI4,2021-05-09,660
AHTI4,2021-05-09,720
OSTI4,2021-05-09,840
BNKI4,2021-05-09,840
OSTI4,2021-05-10,120
AHTI4,2021-05-10,120
BNKI4,2021-05-10,0
GVNI4,2021-05-10,180
AHTI4,2021-05-11,0
BNKI4,2021-05-11,0
OSTI4,2021-05-11,240
GVNI4,2021-05-11,0
AHTI4,2021-05-12,240
BNKI4,2021-05-12,120
GVNI4,2021-05-12,0
OSTI4,2021-05-12,60
BNKI4,2021-05-13,0
OSTI4,2021-05-13,120
AHTI4,2021-05-13,120
GVNI4,2021-05-13,0
GVNI4,2021-05-14,0
OSTI4,2021-05-14,0
BNKI4,2021-05-14,0
AHTI4,2021-05-14,0
BNKI4,2021-05-15,720
AHTI4,2021-05-15,240
GVNI4,2021-05-15,60
OSTI4,2021-05-15,960
OSTI4,2021-05-16,1320
BNKI4,2021-05-16,900
AHTI4,2021-05-16,780
GVNI4,2021-05-16,1020
AHTI4,2021-05-17,1020
OSTI4,2021-05-17,1440
BNKI4,2021-05-17,600
GVNI4,2021-05-17,1140
AHTI4,2021-05-18,1080
OSTI4,2021-05-18,1440
BNKI4,2021-05-18,1140
GVNI4,2021-05-18,840
BNKI4,2021-05-19,1260
GVNI4,2021-05-19,840
OSTI4,2021-05-19,1140
AHTI4,2021-05-19,1020
GVNI4,2021-05-20,1020
AHTI4,2021-05-20,840
BNKI4,2021-05-20,720
OSTI4,2021-05-20,1260
BNKI4,2021-05-21,660
GVNI4,2021-05-21,900
AHTI4,2021-05-21,960
OSTI4,2021-05-21,1080
OSTI4,2021-05-22,1320
BNKI4,2021-05-22,1020
GVNI4,2021-05-22,480
AHTI4,2021-05-22,600
BNKI4,2021-05-23,1140
OSTI4,2021-05-23,1020
GVNI4,2021-05-23,600
AHTI4,2021-05-23,540
BNKI4,2021-05-24,840
AHTI4,2021-05-24,0
GVNI4,2021-05-24,480
OSTI4,2021-05-24,720
GVNI4,2021-05-25,0
AHTI4,2021-05-25,0
OSTI4,2021-05-25,900
BNKI4,2021-05-25,300
OSTI4,2021-05-26,720
BNKI4,2021-05-26,360
AHTI4,2021-05-26,0
GVNI4,2021-05-26,0
BNKI4,2021-05-27,480
AHTI4,2021-05-27,660
OSTI4,2021-05-27,720
GVNI4,2021-05-27,300
BNKI4,2021-05-28,1440
OSTI4,2021-05-28,1440
AHTI4,2021-05-28,780
GVNI4,2021-05-28,420
BNKI4,2021-05-29,300
OSTI4,2021-05-29,780
AHTI4,2021-05-29,540
GVNI4,2021-05-29,60
OSTI4,2021-05-30,420
BNKI4,2021-05-30,60
AHTI4,2021-05-30,0
GVNI4,2021-05-30,0
OSTI4,2021-05-31,540
GVNI4,2021-05-31,60
AHTI4,2021-05-31,300
BNKI4,2021-05-31,360
AHTI4,2021-06-01,300
GVNI4,2021-06-01,420
BNKI4,2021-06-01,600
OSTI4,2021-06-01,840
BNKI4,2021-06-02,360
GVNI4,2021-06-02,0
OSTI4,2021-06-02,480
AHTI4,2021-06-02,120
BNKI4,2021-06-03,0
OSTI4,2021-06-03,0
AHTI4,2021-06-03,0
GVNI4,2021-06-03,0
GVNI4,2021-06-04,0
OSTI4,2021-06-04,0
AHTI4,2021-06-04,0
BNKI4,2021-06-04,0
GVNI4,2021-06-05,0
OSTI4,2021-06-05,240
AHTI4,2021-06-05,0
BNKI4,2021-06-05,0
OSTI4,2021-06-06,0
AHTI4,2021-06-06,0
BNKI4,2021-06-06,0
GVNI4,2021-06-06,0
BNKI4,2021-06-07,240
AHTI4,2021-06-07,180
OSTI4,2021-06-07,540
GVNI4,2021-06-07,0
AHTI4,2021-06-08,180
BNKI4,2021-06-08,600
OSTI4,2021-06-08,900
GVNI4,2021-06-08,0
BNKI4,2021-06-09,540
AHTI4,2021-06-09,60
OSTI4,2021-06-09,720
GVNI4,2021-06-09,60
GVNI4,2021-06-10,0
OSTI4,2021-06-10,480
AHTI4,2021-06-10,120
BNKI4,2021-06-10,540
BNKI4,2021-06-11,540
GVNI4,2021-06-11,240
OSTI4,2021-06-11,60
AHTI4,2021-06-11,0
AHTI4,2021-06-12,0
OSTI4,2021-06-12,420
GVNI4,2021-06-12,0
BNKI4,2021-06-12,360
OSTI4,2021-06-13,0
GVNI4,2021-06-13,0
BNKI4,2021-06-13,0
AHTI4,2021-06-13,0
OSTI4,2021-06-14,0
BNKI4,2021-06-14,0
GVNI4,2021-06-14,0
AHTI4,2021-06-14,0
AHTI4,2021-06-15,0
BNKI4,2021-06-15,180
OSTI4,2021-06-15,180
GVNI4,2021-06-15,0
BNKI4,2021-06-16,0
OSTI4,2021-06-16,60
AHTI4,2021-06-16,0
GVNI4,2021-06-16,0
AHTI4,2021-06-17,0
OSTI4,2021-06-17,0
BNKI4,2021-06-17,0
GVNI4,2021-06-17,0
AHTI4,2021-06-18,0
OSTI4,2021-06-18,0
GVNI4,2021-06-18,0
BNKI4,2021-06-18,420
GVNI4,2021-06-19,300
BNKI4,2021-06-19,60
OSTI4,2021-06-19,540
AHTI4,2021-06-19,60
BNKI4,2021-06-20,720
AHTI4,2021-06-20,240
GVNI4,2021-06-20,420
OSTI4,2021-06-20,900
GVNI4,2021-06-21,0
OSTI4,2021-06-21,780
AHTI4,2021-06-21,0
BNKI4,2021-06-21,780
GVNI4,2021-06-22,0
BNKI4,2021-06-22,420
AHTI4,2021-06-22,0
OSTI4,2021-06-22,240
GVNI4,2021-06-23,0
BNKI4,2021-06-23,720
OSTI4,2021-06-23,840
AHTI4,2021-06-23,720
OSTI4,2021-06-24,300
AHTI4,2021-06-24,120
BNKI4,2021-06-24,180
GVNI4,2021-06-24,120
OSTI4,2021-06-25,1380
BNKI4,2021-06-25,1260
AHTI4,2021-06-25,780
GVNI4,2021-06-25,720
BNKI4,2021-06-26,1260
AHTI4,2021-06-26,720
OSTI4,2021-06-26,1440
GVNI4,2021-06-26,720
AHTI4,2021-06-27,660
BNKI4,2021-06-27,840
OSTI4,2021-06-27,1140
GVNI4,2021-06-27,780
AHTI4,2021-06-28,420
OSTI4,2021-06-28,840
BNKI4,2021-06-28,840
GVNI4,2021-06-28,240
GVNI4,2021-06-29,720
AHTI4,2021-06-29,360
OSTI4,2021-06-29,1380
BNKI4,2021-06-29,1380
GVNI4,2021-06-30,480
BNKI4,2021-06-30,840
AHTI4,2021-06-30,540
OSTI4,2021-06-30,1020
AHTI4,2021-07-01,300
OSTI4,2021-07-01,780
GVNI4,2021-07-01,0
BNKI4,2021-07-01,480
BNKI4,2021-07-02,540
AHTI4,2021-07-02,120
GVNI4,2021-07-02,0
OSTI4,2021-07-02,720
OSTI4,2021-07-03,780
GVNI4,2021-07-03,0
AHTI4,2021-07-03,60
BNKI4,2021-07-03,540
BNKI4,2021-07-04,540
GVNI4,2021-07-04,0
AHTI4,2021-07-04,0
OSTI4,2021-07-04,540
BNKI4,2021-07-05,480
AHTI4,2021-07-05,60
OSTI4,2021-07-05,600
GVNI4,2021-07-05,0
OSTI4,2021-07-06,300
GVNI4,2021-07-06,0
BNKI4,2021-07-06,360
AHTI4,2021-07-06,0
GVNI4,2021-07-07,0
AHTI4,2021-07-07,360
BNKI4,2021-07-07,960
OSTI4,2021-07-07,720
BNKI4,2021-07-08,1020
AHTI4,2021-07-08,480
GVNI4,2021-07-08,0
OSTI4,2021-07-08,960
OSTI4,2021-07-09,1260
GVNI4,2021-07-09,0
AHTI4,2021-07-09,540
BNKI4,2021-07-09,840
OSTI4,2021-07-10,1440
GVNI4,2021-07-10,360
BNKI4,2021-07-10,840
AHTI4,2021-07-10,600
GVNI4,2021-07-11,180
AHTI4,2021-07-11,0
BNKI4,2021-07-11,0
OSTI4,2021-07-11,1440
OSTI4,2021-07-12,1440
AHTI4,2021-07-12,300
GVNI4,2021-07-12,240
BNKI4,2021-07-12,360
OSTI4,2021-07-13,1020
BNKI4,2021-07-13,900
GVNI4,2021-07-13,180
AHTI4,2021-07-13,480
GVNI4,2021-07-14,0
BNKI4,2021-07-14,1260
OSTI4,2021-07-14,840
AHTI4,2021-07-14,540
BNKI4,2021-07-15,1020
AHTI4,2021-07-15,840
OSTI4,2021-07-15,1080
GVNI4,2021-07-15,0
AHTI4,2021-07-16,600
BNKI4,2021-07-16,720
OSTI4,2021-07-16,960
GVNI4,2021-07-16,0
AHTI4,2021-07-17,600
BNKI4,2021-07-17,660
OSTI4,2021-07-17,840
GVNI4,2021-07-17,0
BNKI4,2021-07-18,540
GVNI4,2021-07-18,0
OSTI4,2021-07-18,780
AHTI4,2021-07-18,540
OSTI4,2021-07-19,900
GVNI4,2021-07-19,0
BNKI4,2021-07-19,660
AHTI4,2021-07-19,420
OSTI4,2021-07-20,780
GVNI4,2021-07-20,0
BNKI4,2021-07-20,600
AHTI4,2021-07-20,540
GVNI4,2021-07-21,0
AHTI4,2021-07-21,600
OSTI4,2021-07-21,900
BNKI4,2021-07-21,900
BNKI4,2021-07-22,960
GVNI4,2021-07-22,0
AHTI4,2021-07-22,300
OSTI4,2021-07-22,900
GVNI4,2021-07-23,0
OSTI4,2021-07-23,720
BNKI4,2021-07-23,660
AHTI4,2021-07-23,180
GVNI4,2021-07-24,0
OSTI4,2021-07-24,780
BNKI4,2021-07-24,540
AHTI4,2021-07-24,0
OSTI4,2021-07-25,840
GVNI4,2021-07-25,0
BNKI4,2021-07-25,480
AHTI4,2021-07-25,600
GVNI4,2021-07-26,0
OSTI4,2021-07-26,840
BNKI4,2021-07-26,540
AHTI4,2021-07-26,600
OSTI4,2021-07-27,480
AHTI4,2021-07-27,240
BNKI4,2021-07-27,420
GVNI4,2021-07-27,0
OSTI4,2021-07-28,720
GVNI4,2021-07-28,0
AHTI4,2021-07-28,300
BNKI4,2021-07-28,780
OSTI4,2021-07-29,1080
BNKI4,2021-07-29,900
AHTI4,2021-07-29,180
GVNI4,2021-07-29,0
GVNI4,2021-07-30,0
AHTI4,2021-07-30,240
BNKI4,2021-07-30,1020
OSTI4,2021-07-30,900
AHTI4,2021-07-31,780
GVNI4,2021-07-31,0
BNKI4,2021-07-31,900
OSTI4,2021-07-31,1200
GVNI4,2021-08-01,0
BNKI4,2021-08-01,780
AHTI4,2021-08-01,120
OSTI4,2021-08-01,960
OSTI4,2021-08-02,540
BNKI4,2021-08-02,420
AHTI4,2021-08-02,480
GVNI4,2021-08-02,0
BNKI4,2021-08-03,600
GVNI4,2021-08-03,0
AHTI4,2021-08-03,600
OSTI4,2021-08-03,780
OSTI4,2021-08-04,660
BNKI4,2021-08-04,660
GVNI4,2021-08-04,0
AHTI4,2021-08-04,480
AHTI4,2021-08-05,300
OSTI4,2021-08-05,540
BNKI4,2021-08-05,540
GVNI4,2021-08-05,0
GVNI4,2021-08-06,0
BNKI4,2021-08-06,720
AHTI4,2021-08-06,540
OSTI4,2021-08-06,1080
BNKI4,2021-08-07,900
AHTI4,2021-08-07,240
OSTI4,2021-08-07,900
GVNI4,2021-08-07,0
GVNI4,2021-08-08,0
AHTI4,2021-08-08,360
OSTI4,2021-08-08,780
BNKI4,2021-08-08,720
GVNI4,2021-08-09,0
AHTI4,2021-08-09,540
OSTI4,2021-08-09,1080
BNKI4,2021-08-09,780
OSTI4,2021-08-10,1260
GVNI4,2021-08-10,0
AHTI4,2021-08-10,600
BNKI4,2021-08-10,1080
BNKI4,2021-08-11,1080
OSTI4,2021-08-11,840
GVNI4,2021-08-11,0
AHTI4,2021-08-11,480
AHTI4,2021-08-12,120
OSTI4,2021-08-12,1380
BNKI4,2021-08-12,780
GVNI4,2021-08-12,0
GVNI4,2021-08-13,0
BNKI4,2021-08-13,300
OSTI4,2021-08-13,600
AHTI4,2021-08-13,60
BNKI4,2021-08-14,540
GVNI4,2021-08-14,0
AHTI4,2021-08-14,300
OSTI4,2021-08-14,600
AHTI4,2021-08-15,300
BNKI4,2021-08-15,480
OSTI4,2021-08-15,600
GVNI4,2021-08-15,0
BNKI4,2021-08-16,480
OSTI4,2021-08-16,720
AHTI4,2021-08-16,180
GVNI4,2021-08-16,0
AHTI4,2021-08-17,0
OSTI4,2021-08-17,360
BNKI4,2021-08-17,660
GVNI4,2021-08-17,0
BNKI4,2021-08-18,780
GVNI4,2021-08-18,0
AHTI4,2021-08-18,360
OSTI4,2021-08-18,720
OSTI4,2021-08-19,720
AHTI4,2021-08-19,300
GVNI4,2021-08-19,0
BNKI4,2021-08-19,720
OSTI4,2021-08-20,900
BNKI4,2021-08-20,780
AHTI4,2021-08-20,180
GVNI4,2021-08-20,0
GVNI4,2021-08-21,0
AHTI4,2021-08-21,540
OSTI4,2021-08-21,900
BNKI4,2021-08-21,840
GVNI4,2021-08-22,0
BNKI4,2021-08-22,540
AHTI4,2021-08-22,420
OSTI4,2021-08-22,720
GVNI4,2021-08-23,0
BNKI4,2021-08-23,900
OSTI4,2021-08-23,660
AHTI4,2021-08-23,180
BNKI4,2021-08-24,1080
GVNI4,2021-08-24,0
OSTI4,2021-08-24,900
AHTI4,2021-08-24,240
GVNI4,2021-08-25,0
BNKI4,2021-08-25,960
AHTI4,2021-08-25,360
OSTI4,2021-08-25,1020
AHTI4,2021-08-26,960
BNKI4,2021-08-26,1260
GVNI4,2021-08-26,0
OSTI4,2021-08-26,840
BNKI4,2021-08-27,960
GVNI4,2021-08-27,0
OSTI4,2021-08-27,1020
AHTI4,2021-08-27,0
GVNI4,2021-08-28,0
BNKI4,2021-08-28,720
OSTI4,2021-08-28,720
AHTI4,2021-08-28,180
AHTI4,2021-08-29,240
BNKI4,2021-08-29,720
GVNI4,2021-08-29,0
OSTI4,2021-08-29,840
BNKI4,2021-08-30,780
AHTI4,2021-08-30,600
GVNI4,2021-08-30,0
OSTI4,2021-08-30,840
AHTI4,2021-08-31,720
BNKI4,2021-08-31,1080
OSTI4,2021-08-31,1320
GVNI4,2021-08-31,0
AHTI4,2021-09-01,600
BNKI4,2021-09-01,900
OSTI4,2021-09-01,1020
GVNI4,2021-09-01,0
AHTI4,2021-09-02,60
GVNI4,2021-09-02,0
BNKI4,2021-09-02,600
OSTI4,2021-09-02,900
GVNI4,2021-09-03,0
OSTI4,2021-09-03,1080
BNKI4,2021-09-03,900
AHTI4,2021-09-03,660
BNKI4,2021-09-04,1320
GVNI4,2021-09-04,0
AHTI4,2021-09-04,1020
OSTI4,2021-09-04,1380
AHTI4,2021-09-05,660
BNKI4,2021-09-05,840
GVNI4,2021-09-05,0
OSTI4,2021-09-05,960
AHTI4,2021-09-06,480
BNKI4,2021-09-06,540
GVNI4,2021-09-06,0
OSTI4,2021-09-06,660
BNKI4,2021-09-07,600
AHTI4,2021-09-07,0
OSTI4,2021-09-07,720
GVNI4,2021-09-07,0
BNKI4,2021-09-08,300
OSTI4,2021-09-08,420
AHTI4,2021-09-08,120
GVNI4,2021-09-08,0
OSTI4,2021-09-09,540
BNKI4,2021-09-09,600
AHTI4,2021-09-09,420
GVNI4,2021-09-09,0
GVNI4,2021-09-10,0
BNKI4,2021-09-10,720
AHTI4,2021-09-10,0
OSTI4,2021-09-10,600
OSTI4,2021-09-11,900
GVNI4,2021-09-11,0
BNKI4,2021-09-11,540
AHTI4,2021-09-11,540
BNKI4,2021-09-12,1140
GVNI4,2021-09-12,0
OSTI4,2021-09-12,60
AHTI4,2021-09-12,300
BNKI4,2021-09-13,960
GVNI4,2021-09-13,0
OSTI4,2021-09-13,960
AHTI4,2021-09-13,420
OSTI4,2021-09-14,240
GVNI4,2021-09-14,0
BNKI4,2021-09-14,180
AHTI4,2021-09-14,0
AHTI4,2021-09-15,660
OSTI4,2021-09-15,780
BNKI4,2021-09-15,780
GVNI4,2021-09-15,0
AHTI4,2021-09-16,0
OSTI4,2021-09-16,60
GVNI4,2021-09-16,0
BNKI4,2021-09-16,0
GVNI4,2021-09-17,0
BNKI4,2021-09-17,0
AHTI4,2021-09-17,0
OSTI4,2021-09-17,120
BNKI4,2021-09-18,0
AHTI4,2021-09-18,60
OSTI4,2021-09-18,120
GVNI4,2021-09-18,0
GVNI4,2021-09-19,0
BNKI4,2021-09-19,420
OSTI4,2021-09-19,720
AHTI4,2021-09-19,180
OSTI4,2021-09-20,780
BNKI4,2021-09-20,540
GVNI4,2021-09-20,0
AHTI4,2021-09-20,120
AHTI4,2021-09-21,60
OSTI4,2021-09-21,960
BNKI4,2021-09-21,840
GVNI4,2021-09-21,0
GVNI4,2021-09-22,0
AHTI4,2021-09-22,60
OSTI4,2021-09-22,480
BNKI4,2021-09-22,360
BNKI4,2021-09-23,480
OSTI4,2021-09-23,600
AHTI4,2021-09-23,480
GVNI4,2021-09-23,0
BNKI4,2021-09-24,540
GVNI4,2021-09-24,0
OSTI4,2021-09-24,120
AHTI4,2021-09-24,0
GVNI4,2021-09-25,0
OSTI4,2021-09-25,960
BNKI4,2021-09-25,780
AHTI4,2021-09-25,240
GVNI4,2021-09-26,0
BNKI4,2021-09-26,0
AHTI4,2021-09-26,0
OSTI4,2021-09-26,0
BNKI4,2021-09-27,360
GVNI4,2021-09-27,0
AHTI4,2021-09-27,0
OSTI4,2021-09-27,0
BNKI4,2021-09-28,240
GVNI4,2021-09-28,0
OSTI4,2021-09-28,540
AHTI4,2021-09-28,60
BNKI4,2021-09-29,0
AHTI4,2021-09-29,180
OSTI4,2021-09-29,720
GVNI4,2021-09-29,0
BNKI4,2021-09-30,180
GVNI4,2021-09-30,0
AHTI4,2021-09-30,360
OSTI4,2021-09-30,420
BNKI4,2021-10-01,240
OSTI4,2021-10-01,960
AHTI4,2021-10-01,780
GVNI4,2021-10-01,0
OSTI4,2021-10-02,960
BNKI4,2021-10-02,1080
GVNI4,2021-10-02,0
AHTI4,2021-10-02,1020
OSTI4,2021-10-03,960
BNKI4,2021-10-03,1020
GVNI4,2021-10-03,0
AHTI4,2021-10-03,780
OSTI4,2021-10-04,600
GVNI4,2021-10-04,0
BNKI4,2021-10-04,1020
AHTI4,2021-10-04,300
BNKI4,2021-10-05,1080
GVNI4,2021-10-05,0
OSTI4,2021-10-05,840
AHTI4,2021-10-05,660
AHTI4,2021-10-06,0
GVNI4,2021-10-06,0
BNKI4,2021-10-06,960
OSTI4,2021-10-06,1140
AHTI4,2021-10-07,660
GVNI4,2021-10-07,0
BNKI4,2021-10-07,1260
OSTI4,2021-10-07,1260
AHTI4,2021-10-08,420
GVNI4,2021-10-08,0
BNKI4,2021-10-08,1440
OSTI4,2021-10-08,960
AHTI4,2021-10-09,60
BNKI4,2021-10-09,1020
OSTI4,2021-10-09,720
GVNI4,2021-10-09,0
AHTI4,2021-10-10,300
GVNI4,2021-10-10,0
BNKI4,2021-10-10,360
OSTI4,2021-10-10,420
AHTI4,2021-10-11,120
BNKI4,2021-10-11,1440
GVNI4,2021-10-11,0
OSTI4,2021-10-11,1440
BNKI4,2021-10-12,1320
AHTI4,2021-10-12,120
OSTI4,2021-10-12,1080
GVNI4,2021-10-12,0
BNKI4,2021-10-13,1440
AHTI4,2021-10-13,360
OSTI4,2021-10-13,1020
GVNI4,2021-10-13,0
OSTI4,2021-10-14,0
BNKI4,2021-10-14,480
AHTI4,2021-10-14,0
GVNI4,2021-10-14,0
BNKI4,2021-10-15,420
GVNI4,2021-10-15,0
AHTI4,2021-10-15,0
OSTI4,2021-10-15,420
GVNI4,2021-10-16,0
OSTI4,2021-10-16,300
BNKI4,2021-10-16,540
AHTI4,2021-10-16,0
BNKI4,2021-10-17,240
GVNI4,2021-10-17,0
OSTI4,2021-10-17,0
AHTI4,2021-10-17,0
OSTI4,2021-10-18,300
BNKI4,2021-10-18,360
AHTI4,2021-10-18,0
GVNI4,2021-10-18,0
BNKI4,2021-10-19,300
OSTI4,2021-10-19,240
GVNI4,2021-10-19,0
AHTI4,2021-10-19,0
BNKI4,2021-10-20,0
GVNI4,2021-10-20,0
OSTI4,2021-10-20,480
AHTI4,2021-10-20,0
OSTI4,2021-10-21,780
BNKI4,2021-10-21,1260
AHTI4,2021-10-21,720
GVNI4,2021-10-21,0
AHTI4,2021-10-22,840
OSTI4,2021-10-22,1080
GVNI4,2021-10-22,0
BNKI4,2021-10-22,1020
BNKI4,2021-10-23,780
GVNI4,2021-10-23,0
OSTI4,2021-10-23,1020
AHTI4,2021-10-23,900
GVNI4,2021-10-24,0
OSTI4,2021-10-24,900
AHTI4,2021-10-24,660
BNKI4,2021-10-24,420
OSTI4,2021-10-25,1140
BNKI4,2021-10-25,900
AHTI4,2021-10-25,780
GVNI4,2021-10-25,0
GVNI4,2021-10-26,0
AHTI4,2021-10-26,0
BNKI4,2021-10-26,540
OSTI4,2021-10-26,1020
GVNI4,2021-10-27,0
OSTI4,2021-10-27,780
BNKI4,2021-10-27,540
AHTI4,2021-10-27,0
OSTI4,2021-10-28,1440
AHTI4,2021-10-28,1440
GVNI4,2021-10-28,0
BNKI4,2021-10-28,840
AHTI4,2021-10-29,420
GVNI4,2021-10-29,0
BNKI4,2021-10-29,1440
OSTI4,2021-10-29,1440
GVNI4,2021-10-30,0
OSTI4,2021-10-30,1080
AHTI4,2021-10-30,780
BNKI4,2021-10-30,1020
GVNI4,2021-10-31,0
OSTI4,2021-10-31,780
BNKI4,2021-10-31,780
AHTI4,2021-10-31,0
AHTI4,2021-11-01,0
GVNI4,2021-11-01,0
BNKI4,2021-11-01,600
OSTI4,2021-11-01,600
GVNI4,2021-11-02,0
BNKI4,2021-11-02,300
OSTI4,2021-11-02,300
AHTI4,2021-11-02,0
GVNI4,2021-11-03,0
OSTI4,2021-11-03,600
AHTI4,2021-11-03,240
BNKI4,2021-11-03,540
BNKI4,2021-11-04,0
AHTI4,2021-11-04,0
OSTI4,2021-11-04,60
GVNI4,2021-11-04,0
GVNI4,2021-11-05,0
AHTI4,2021-11-05,0
BNKI4,2021-11-05,0
OSTI4,2021-11-05,0
BNKI4,2021-11-06,0
OSTI4,2021-11-06,360
GVNI4,2021-11-06,0
AHTI4,2021-11-06,60
BNKI4,2021-11-07,540
GVNI4,2021-11-07,0
OSTI4,2021-11-07,600
AHTI4,2021-11-07,0
AHTI4,2021-11-08,420
GVNI4,2021-11-08,0
BNKI4,2021-11-08,180
OSTI4,2021-11-08,180
BNKI4,2021-11-09,0
GVNI4,2021-11-09,0
AHTI4,2021-11-09,0
OSTI4,2021-11-09,120
GVNI4,2021-11-10,0
BNKI4,2021-11-10,480
AHTI4,2021-11-10,300
OSTI4,2021-11-10,1260
BNKI4,2021-11-11,1080
AHTI4,2021-11-11,660
GVNI4,2021-11-11,0
OSTI4,2021-11-11,960
OSTI4,2021-11-12,900
AHTI4,2021-11-12,360
GVNI4,2021-11-12,0
BNKI4,2021-11-12,1320
OSTI4,2021-11-13,1020
BNKI4,2021-11-13,840
AHTI4,2021-11-13,0
GVNI4,2021-11-13,0
BNKI4,2021-11-14,840
AHTI4,2021-11-14,0
OSTI4,2021-11-14,420
GVNI4,2021-11-14,0
BNKI4,2021-11-15,480
OSTI4,2021-11-15,660
AHTI4,2021-11-15,0
GVNI4,2021-11-15,0
OSTI4,2021-11-16,1020
AHTI4,2021-11-16,540
BNKI4,2021-11-16,1020
GVNI4,2021-11-16,0
GVNI4,2021-11-17,0
BNKI4,2021-11-17,720
OSTI4,2021-11-17,840
AHTI4,2021-11-17,60
OSTI4,2021-11-18,0
GVNI4,2021-11-18,0
AHTI4,2021-11-18,0
BNKI4,2021-11-18,0
AHTI4,2021-11-19,60
BNKI4,2021-11-19,600
OSTI4,2021-11-19,300
GVNI4,2021-11-19,0
GVNI4,2021-11-20,0
OSTI4,2021-11-20,0
BNKI4,2021-11-20,0
AHTI4,2021-11-20,0
AHTI4,2021-11-21,0
OSTI4,2021-11-21,240
BNKI4,2021-11-21,0
GVNI4,2021-11-21,0
AHTI4,2021-11-22,0
OSTI4,2021-11-22,0
