station,date,nhrh_pred_lwmwet_1_tot
GVNI4,2020-08-17,0
AHTI4,2020-08-18,360
OSTI4,2020-08-18,540
BNKI4,2020-08-18,0
GVNI4,2020-08-18,0
GVNI4,2020-08-19,0
AHTI4,2020-08-19,540
OSTI4,2020-08-19,540
BNKI4,2020-08-19,540
OSTI4,2020-08-20,60
AHTI4,2020-08-20,180
GVNI4,2020-08-20,0
BNKI4,2020-08-20,120
GVNI4,2020-08-21,0
AHTI4,2020-08-21,240
OSTI4,2020-08-21,120
BNKI4,2020-08-21,420
GVNI4,2020-08-22,0
BNKI4,2020-08-22,180
OSTI4,2020-08-22,360
AHTI4,2020-08-22,0
BNKI4,2020-08-23,360
OSTI4,2020-08-23,240
AHTI4,2020-08-23,540
GVNI4,2020-08-23,0
GVNI4,2020-08-24,0
OSTI4,2020-08-24,120
BNKI4,2020-08-24,780
AHTI4,2020-08-24,360
BNKI4,2020-08-25,420
AHTI4,2020-08-25,0
GVNI4,2020-08-25,0
OSTI4,2020-08-25,120
BNKI4,2020-08-26,420
OSTI4,2020-08-26,0
GVNI4,2020-08-26,0
AHTI4,2020-08-26,0
AHTI4,2020-08-27,0
GVNI4,2020-08-27,0
BNKI4,2020-08-27,240
OSTI4,2020-08-27,240
AHTI4,2020-08-28,60
GVNI4,2020-08-28,0
OSTI4,2020-08-28,480
BNKI4,2020-08-28,300
GVNI4,2020-08-29,0
OSTI4,2020-08-29,900
AHTI4,2020-08-29,60
BNKI4,2020-08-29,540
AHTI4,2020-08-30,240
OSTI4,2020-08-30,540
GVNI4,2020-08-30,0
BNKI4,2020-08-30,360
AHTI4,2020-08-31,60
GVNI4,2020-08-31,0
OSTI4,2020-08-31,300
BNKI4,2020-08-31,240
AHTI4,2020-09-01,0
GVNI4,2020-09-01,0
OSTI4,2020-09-01,60
BNKI4,2020-09-01,540
GVNI4,2020-09-02,0
BNKI4,2020-09-02,840
AHTI4,2020-09-02,780
OSTI4,2020-09-02,900
BNKI4,2020-09-03,0
OSTI4,2020-09-03,0
GVNI4,2020-09-03,0
AHTI4,2020-09-03,0
BNKI4,2020-09-04,180
OSTI4,2020-09-04,60
AHTI4,2020-09-04,60
GVNI4,2020-09-04,0
BNKI4,2020-09-05,0
OSTI4,2020-09-05,60
AHTI4,2020-09-05,60
GVNI4,2020-09-05,0
OSTI4,2020-09-06,0
BNKI4,2020-09-06,540
GVNI4,2020-09-06,0
AHTI4,2020-09-06,0
BNKI4,2020-09-07,60
OSTI4,2020-09-07,0
AHTI4,2020-09-07,0
GVNI4,2020-09-07,0
OSTI4,2020-09-08,1200
GVNI4,2020-09-08,0
BNKI4,2020-09-08,960
AHTI4,2020-09-08,300
GVNI4,2020-09-09,0
OSTI4,2020-09-09,1440
BNKI4,2020-09-09,1440
AHTI4,2020-09-09,1200
BNKI4,2020-09-10,1440
OSTI4,2020-09-10,1440
AHTI4,2020-09-10,1440
GVNI4,2020-09-10,0
OSTI4,2020-09-11,1440
BNKI4,2020-09-11,1440
GVNI4,2020-09-11,0
AHTI4,2020-09-11,1440
GVNI4,2020-09-12,0
OSTI4,2020-09-12,1140
BNKI4,2020-09-12,1440
AHTI4,2020-09-12,900
OSTI4,2020-09-13,960
GVNI4,2020-09-13,0
AHTI4,2020-09-13,900
BNKI4,2020-09-13,900
GVNI4,2020-09-14,0
OSTI4,2020-09-14,840
AHTI4,2020-09-14,600
BNKI4,2020-09-14,900
OSTI4,2020-09-15,720
AHTI4,2020-09-15,420
GVNI4,2020-09-15,0
BNKI4,2020-09-15,540
BNKI4,2020-09-16,480
GVNI4,2020-09-16,0
OSTI4,2020-09-16,600
AHTI4,2020-09-16,180
BNKI4,2020-09-17,240
AHTI4,2020-09-17,480
OSTI4,2020-09-17,540
GVNI4,2020-09-17,0
OSTI4,2020-09-18,0
BNKI4,2020-09-18,180
GVNI4,2020-09-18,0
AHTI4,2020-09-18,0
BNKI4,2020-09-19,480
AHTI4,2020-09-19,180
OSTI4,2020-09-19,600
GVNI4,2020-09-19,0
BNKI4,2020-09-20,0
AHTI4,2020-09-20,0
GVNI4,2020-09-20,0
OSTI4,2020-09-20,360
GVNI4,2020-09-21,0
OSTI4,2020-09-21,360
BNKI4,2020-09-21,0
AHTI4,2020-09-21,0
AHTI4,2020-09-22,180
OSTI4,2020-09-22,540
BNKI4,2020-09-22,300
GVNI4,2020-09-22,0
OSTI4,2020-09-23,660
BNKI4,2020-09-23,840
AHTI4,2020-09-23,480
GVNI4,2020-09-23,0
AHTI4,2020-09-24,240
OSTI4,2020-09-24,600
GVNI4,2020-09-24,0
BNKI4,2020-09-24,960
OSTI4,2020-09-25,480
GVNI4,2020-09-25,0
BNKI4,2020-09-25,180
AHTI4,2020-09-25,180
GVNI4,2020-09-26,0
AHTI4,2020-09-26,180
OSTI4,2020-09-26,420
BNKI4,2020-09-26,480
GVNI4,2020-09-27,0
AHTI4,2020-09-27,0
BNKI4,2020-09-27,720
OSTI4,2020-09-27,480
AHTI4,2020-09-28,360
BNKI4,2020-09-28,900
GVNI4,2020-09-28,0
OSTI4,2020-09-28,900
AHTI4,2020-09-29,120
GVNI4,2020-09-29,0
OSTI4,2020-09-29,780
BNKI4,2020-09-29,840
GVNI4,2020-09-30,0
AHTI4,2020-09-30,0
OSTI4,2020-09-30,0
BNKI4,2020-09-30,360
GVNI4,2020-10-01,0
AHTI4,2020-10-01,0
OSTI4,2020-10-01,0
BNKI4,2020-10-01,360
BNKI4,2020-10-02,420
OSTI4,2020-10-02,540
GVNI4,2020-10-02,0
AHTI4,2020-10-02,420
BNKI4,2020-10-03,540
OSTI4,2020-10-03,780
GVNI4,2020-10-03,0
AHTI4,2020-10-03,0
GVNI4,2020-10-04,0
AHTI4,2020-10-04,480
BNKI4,2020-10-04,780
OSTI4,2020-10-04,900
AHTI4,2020-10-05,0
GVNI4,2020-10-05,0
OSTI4,2020-10-05,0
BNKI4,2020-10-05,0
AHTI4,2020-10-06,120
OSTI4,2020-10-06,240
GVNI4,2020-10-06,0
BNKI4,2020-10-06,300
GVNI4,2020-10-07,0
BNKI4,2020-10-07,0
OSTI4,2020-10-07,0
AHTI4,2020-10-07,0
OSTI4,2020-10-08,0
AHTI4,2020-10-08,0
BNKI4,2020-10-08,0
GVNI4,2020-10-08,60
OSTI4,2020-10-09,240
AHTI4,2020-10-09,0
GVNI4,2020-10-09,0
BNKI4,2020-10-09,0
BNKI4,2020-10-10,420
OSTI4,2020-10-10,360
AHTI4,2020-10-10,60
GVNI4,2020-10-10,0
OSTI4,2020-10-11,120
GVNI4,2020-10-11,0
AHTI4,2020-10-11,0
BNKI4,2020-10-11,60
OSTI4,2020-10-12,0
BNKI4,2020-10-12,300
GVNI4,2020-10-12,0
AHTI4,2020-10-12,0
GVNI4,2020-10-13,0
BNKI4,2020-10-13,0
OSTI4,2020-10-13,0
AHTI4,2020-10-13,0
GVNI4,2020-10-14,0
BNKI4,2020-10-14,60
OSTI4,2020-10-14,0
AHTI4,2020-10-14,0
BNKI4,2020-10-15,0
GVNI4,2020-10-15,0
AHTI4,2020-10-15,0
OSTI4,2020-10-15,0
BNKI4,2020-10-16,0
OSTI4,2020-10-16,0
GVNI4,2020-10-16,0
AHTI4,2020-10-16,0
AHTI4,2020-10-17,0
BNKI4,2020-10-17,0
GVNI4,2020-10-17,0
OSTI4,2020-10-17,0
GVNI4,2020-10-18,0
BNKI4,2020-10-18,300
AHTI4,2020-10-18,120
OSTI4,2020-10-18,300
AHTI4,2020-10-19,360
OSTI4,2020-10-19,360
BNKI4,2020-10-19,120
GVNI4,2020-10-19,0
AHTI4,2020-10-20,720
OSTI4,2020-10-20,1380
BNKI4,2020-10-20,720
GVNI4,2020-10-20,0
OSTI4,2020-10-21,1140
BNKI4,2020-10-21,960
GVNI4,2020-10-21,0
AHTI4,2020-10-21,900
AHTI4,2020-10-22,1020
BNKI4,2020-10-22,1380
OSTI4,2020-10-22,1260
GVNI4,2020-10-22,0
BNKI4,2020-10-23,1200
OSTI4,2020-10-23,1020
GVNI4,2020-10-23,120
AHTI4,2020-10-23,840
AHTI4,2020-10-24,120
BNKI4,2020-10-24,180
GVNI4,2020-10-24,180
OSTI4,2020-10-24,420
BNKI4,2020-10-25,0
AHTI4,2020-10-25,0
OSTI4,2020-10-25,180
GVNI4,2020-10-25,0
AHTI4,2020-10-26,60
BNKI4,2020-10-26,660
GVNI4,2020-10-26,0
OSTI4,2020-10-26,720
AHTI4,2020-10-27,0
BNKI4,2020-10-27,0
OSTI4,2020-10-27,0
GVNI4,2020-10-27,0
AHTI4,2020-10-28,0
GVNI4,2020-10-28,0
BNKI4,2020-10-28,0
OSTI4,2020-10-28,0
GVNI4,2020-10-29,0
OSTI4,2020-10-29,480
AHTI4,2020-10-29,240
BNKI4,2020-10-29,0
AHTI4,2020-10-30,0
OSTI4,2020-10-30,720
BNKI4,2020-10-30,60
GVNI4,2020-10-30,0
OSTI4,2020-10-31,360
BNKI4,2020-10-31,0
AHTI4,2020-10-31,0
GVNI4,2020-10-31,0
BNKI4,2020-11-01,0
OSTI4,2020-11-01,0
AHTI4,2020-11-01,0
GVNI4,2020-11-01,0
GVNI4,2020-11-02,0
AHTI4,2020-11-02,0
OSTI4,2020-11-02,0
BNKI4,2020-11-02,0
AHTI4,2020-11-03,0
BNKI4,2020-11-03,0
OSTI4,2020-11-03,0
GVNI4,2020-11-03,0
OSTI4,2020-11-04,0
AHTI4,2020-11-04,0
GVNI4,2020-11-04,0
BNKI4,2020-11-04,60
OSTI4,2020-11-05,0
AHTI4,2020-11-05,180
GVNI4,2020-11-05,0
BNKI4,2020-11-05,0
OSTI4,2020-11-06,240
GVNI4,2020-11-06,0
AHTI4,2020-11-06,240
BNKI4,2020-11-06,420
GVNI4,2020-11-07,0
BNKI4,2020-11-07,420
OSTI4,2020-11-07,480
AHTI4,2020-11-07,180
OSTI4,2020-11-08,300
BNKI4,2020-11-08,240
GVNI4,2020-11-08,0
AHTI4,2020-11-08,120
GVNI4,2020-11-09,0
OSTI4,2020-11-09,660
AHTI4,2020-11-09,240
BNKI4,2020-11-09,420
GVNI4,2020-11-10,0
OSTI4,2020-11-10,1140
BNKI4,2020-11-10,1020
AHTI4,2020-11-10,1380
BNKI4,2020-11-11,600
OSTI4,2020-11-11,600
GVNI4,2020-11-11,0
AHTI4,2020-11-11,420
AHTI4,2020-11-12,60
BNKI4,2020-11-12,660
GVNI4,2020-11-12,0
OSTI4,2020-11-12,300
AHTI4,2020-11-13,60
BNKI4,2020-11-13,240
OSTI4,2020-11-13,660
GVNI4,2020-11-13,0
AHTI4,2020-11-14,300
OSTI4,2020-11-14,540
BNKI4,2020-11-14,420
GVNI4,2020-11-14,0
OSTI4,2020-11-15,420
GVNI4,2020-11-15,0
AHTI4,2020-11-15,180
BNKI4,2020-11-15,900
AHTI4,2020-11-16,120
GVNI4,2020-11-16,0
OSTI4,2020-11-16,0
BNKI4,2020-11-16,720
BNKI4,2020-11-17,60
GVNI4,2020-11-17,0
OSTI4,2020-11-17,660
AHTI4,2020-11-17,720
GVNI4,2020-11-18,0
OSTI4,2020-11-18,0
AHTI4,2020-11-18,0
BNKI4,2020-11-18,0
OSTI4,2020-11-19,0
BNKI4,2020-11-19,0
GVNI4,2020-11-19,0
AHTI4,2020-11-19,0
GVNI4,2020-11-20,0
BNKI4,2020-11-20,120
OSTI4,2020-11-20,480
AHTI4,2020-11-20,0
AHTI4,2020-11-21,540
BNKI4,2020-11-21,660
OSTI4,2020-11-21,480
GVNI4,2020-11-21,0
BNKI4,2020-11-22,540
AHTI4,2020-11-22,360
GVNI4,2020-11-22,0
OSTI4,2020-11-22,540
BNKI4,2020-11-23,660
GVNI4,2020-11-23,0
OSTI4,2020-11-23,960
AHTI4,2020-11-23,720
GVNI4,2020-11-24,0
AHTI4,2020-11-24,1440
OSTI4,2020-11-24,1440
BNKI4,2020-11-24,1020
GVNI4,2020-11-25,0
AHTI4,2020-11-25,1440
OSTI4,2020-11-25,1440
BNKI4,2020-11-25,1440
OSTI4,2020-11-26,1080
AHTI4,2020-11-26,660
BNKI4,2020-11-26,1080
GVNI4,2020-11-26,0
GVNI4,2020-11-27,0
AHTI4,2020-11-27,900
OSTI4,2020-11-27,960
BNKI4,2020-11-27,1020
AHTI4,2020-11-28,0
OSTI4,2020-11-28,0
GVNI4,2020-11-28,0
BNKI4,2020-11-28,300
AHTI4,2020-11-29,0
GVNI4,2020-11-29,0
OSTI4,2020-11-29,120
BNKI4,2020-11-29,60
AHTI4,2020-11-30,0
GVNI4,2020-11-30,0
BNKI4,2020-11-30,0
OSTI4,2020-11-30,300
OSTI4,2020-12-01,660
GVNI4,2020-12-01,0
BNKI4,2020-12-01,360
AHTI4,2020-12-01,420
OSTI4,2020-12-02,420
AHTI4,2020-12-02,180
BNKI4,2020-12-02,300
GVNI4,2020-12-02,0
OSTI4,2020-12-03,420
GVNI4,2020-12-03,0
BNKI4,2020-12-03,480
AHTI4,2020-12-03,360
AHTI4,2020-12-04,0
GVNI4,2020-12-04,0
BNKI4,2020-12-04,60
OSTI4,2020-12-04,420
OSTI4,2020-12-05,660
AHTI4,2020-12-05,480
GVNI4,2020-12-05,0
BNKI4,2020-12-05,540
BNKI4,2020-12-06,600
AHTI4,2020-12-06,480
OSTI4,2020-12-06,780
GVNI4,2020-12-06,0
GVNI4,2020-12-07,0
AHTI4,2020-12-07,1140
BNKI4,2020-12-07,480
OSTI4,2020-12-07,1440
GVNI4,2020-12-08,0
AHTI4,2020-12-08,1140
BNKI4,2020-12-08,1020
OSTI4,2020-12-08,1200
GVNI4,2020-12-09,0
AHTI4,2020-12-09,0
BNKI4,2020-12-09,900
OSTI4,2020-12-09,60
OSTI4,2020-12-10,600
BNKI4,2020-12-10,360
AHTI4,2020-12-10,60
GVNI4,2020-12-10,0
GVNI4,2020-12-11,0
AHTI4,2020-12-11,420
BNKI4,2020-12-11,480
OSTI4,2020-12-11,600
GVNI4,2020-12-12,0
BNKI4,2020-12-12,1440
AHTI4,2020-12-12,1260
OSTI4,2020-12-12,1440
OSTI4,2020-12-13,1440
GVNI4,2020-12-13,0
AHTI4,2020-12-13,720
BNKI4,2020-12-13,1080
OSTI4,2020-12-14,1080
BNKI4,2020-12-14,600
GVNI4,2020-12-14,0
AHTI4,2020-12-14,120
OSTI4,2020-12-15,720
BNKI4,2020-12-15,0
GVNI4,2020-12-15,0
AHTI4,2020-12-15,0
GVNI4,2020-12-16,0
AHTI4,2020-12-16,0
OSTI4,2020-12-16,480
BNKI4,2020-12-16,480
OSTI4,2020-12-17,1380
AHTI4,2020-12-17,1200
BNKI4,2020-12-17,1020
GVNI4,2020-12-17,0
AHTI4,2020-12-18,900
OSTI4,2020-12-18,1080
BNKI4,2020-12-18,1080
GVNI4,2020-12-18,0
OSTI4,2020-12-19,1020
BNKI4,2020-12-19,1380
GVNI4,2020-12-19,0
AHTI4,2020-12-19,600
AHTI4,2020-12-20,840
BNKI4,2020-12-20,1320
GVNI4,2020-12-20,0
OSTI4,2020-12-20,1020
OSTI4,2020-12-21,0
AHTI4,2020-12-21,0
GVNI4,2020-12-21,0
BNKI4,2020-12-21,720
OSTI4,2020-12-22,480
BNKI4,2020-12-22,540
GVNI4,2020-12-22,0
AHTI4,2020-12-22,120
GVNI4,2020-12-23,0
OSTI4,2020-12-23,0
BNKI4,2020-12-23,0
AHTI4,2020-12-23,0
GVNI4,2020-12-24,0
BNKI4,2020-12-24,0
OSTI4,2020-12-24,240
AHTI4,2020-12-24,240
AHTI4,2020-12-25,0
GVNI4,2020-12-25,0
OSTI4,2020-12-25,0
BNKI4,2020-12-25,0
GVNI4,2020-12-26,0
AHTI4,2020-12-26,180
OSTI4,2020-12-26,540
BNKI4,2020-12-26,480
OSTI4,2020-12-27,960
BNKI4,2020-12-27,540
GVNI4,2020-12-27,0
AHTI4,2020-12-27,120
GVNI4,2020-12-28,0
AHTI4,2020-12-28,0
OSTI4,2020-12-28,840
BNKI4,2020-12-28,900
AHTI4,2020-12-29,660
OSTI4,2020-12-29,660
BNKI4,2020-12-29,1080
GVNI4,2020-12-29,0
AHTI4,2020-12-30,900
OSTI4,2020-12-30,900
GVNI4,2020-12-30,0
BNKI4,2020-12-30,1440
OSTI4,2020-12-31,840
AHTI4,2020-12-31,480
GVNI4,2020-12-31,0
BNKI4,2020-12-31,1440
OSTI4,2021-01-01,1440
AHTI4,2021-01-01,1320
GVNI4,2021-01-01,0
BNKI4,2021-01-01,1440
BNKI4,2021-01-02,1440
AHTI4,2021-01-02,540
OSTI4,2021-01-02,1080
GVNI4,2021-01-02,0
GVNI4,2021-01-03,0
AHTI4,2021-01-03,480
OSTI4,2021-01-03,1200
BNKI4,2021-01-03,1440
AHTI4,2021-01-04,1320
OSTI4,2021-01-04,1440
GVNI4,2021-01-04,0
BNKI4,2021-01-04,1440
BNKI4,2021-01-05,1440
OSTI4,2021-01-05,1140
GVNI4,2021-01-05,0
AHTI4,2021-01-05,1080
OSTI4,2021-01-06,1380
GVNI4,2021-01-06,0
BNKI4,2021-01-06,1440
AHTI4,2021-01-06,300
AHTI4,2021-01-07,1440
OSTI4,2021-01-07,1440
BNKI4,2021-01-07,1440
GVNI4,2021-01-07,0
OSTI4,2021-01-08,1140
BNKI4,2021-01-08,1020
GVNI4,2021-01-08,0
AHTI4,2021-01-08,420
GVNI4,2021-01-09,0
OSTI4,2021-01-09,1200
AHTI4,2021-01-09,540
BNKI4,2021-01-09,0
OSTI4,2021-01-10,1440
GVNI4,2021-01-10,0
AHTI4,2021-01-10,960
BNKI4,2021-01-10,1020
OSTI4,2021-01-11,660
BNKI4,2021-01-11,900
AHTI4,2021-01-11,0
GVNI4,2021-01-11,0
BNKI4,2021-01-12,960
AHTI4,2021-01-12,780
GVNI4,2021-01-12,0
OSTI4,2021-01-12,420
OSTI4,2021-01-13,0
BNKI4,2021-01-13,960
GVNI4,2021-01-13,0
AHTI4,2021-01-13,180
GVNI4,2021-01-14,0
OSTI4,2021-01-14,1080
BNKI4,2021-01-14,1140
AHTI4,2021-01-14,720
OSTI4,2021-01-15,1440
GVNI4,2021-01-15,0
AHTI4,2021-01-15,1440
BNKI4,2021-01-15,1440
BNKI4,2021-01-16,1440
AHTI4,2021-01-16,1080
GVNI4,2021-01-16,0
OSTI4,2021-01-16,1440
AHTI4,2021-01-17,360
BNKI4,2021-01-17,1140
GVNI4,2021-01-17,0
OSTI4,2021-01-17,1260
BNKI4,2021-01-18,1020
GVNI4,2021-01-18,0
AHTI4,2021-01-18,720
OSTI4,2021-01-18,1020
OSTI4,2021-01-19,1020
BNKI4,2021-01-19,1320
GVNI4,2021-01-19,0
AHTI4,2021-01-19,900
AHTI4,2021-01-20,0
OSTI4,2021-01-20,420
GVNI4,2021-01-20,0
BNKI4,2021-01-20,540
OSTI4,2021-01-21,0
AHTI4,2021-01-21,0
BNKI4,2021-01-21,0
GVNI4,2021-01-21,0
OSTI4,2021-01-22,0
AHTI4,2021-01-22,0
BNKI4,2021-01-22,0
GVNI4,2021-01-22,0
AHTI4,2021-01-23,0
BNKI4,2021-01-23,0
GVNI4,2021-01-23,0
OSTI4,2021-01-23,0
GVNI4,2021-01-24,0
OSTI4,2021-01-24,1080
AHTI4,2021-01-24,840
BNKI4,2021-01-24,840
GVNI4,2021-01-25,0
BNKI4,2021-01-25,960
AHTI4,2021-01-25,480
OSTI4,2021-01-25,1440
AHTI4,2021-01-26,1080
OSTI4,2021-01-26,1260
BNKI4,2021-01-26,1260
GVNI4,2021-01-26,0
GVNI4,2021-01-27,0
AHTI4,2021-01-27,0
BNKI4,2021-01-27,900
OSTI4,2021-01-27,900
AHTI4,2021-01-28,0
OSTI4,2021-01-28,840
GVNI4,2021-01-28,0
BNKI4,2021-01-28,180
OSTI4,2021-01-29,720
BNKI4,2021-01-29,0
GVNI4,2021-01-29,0
AHTI4,2021-01-29,0
GVNI4,2021-01-30,0
AHTI4,2021-01-30,480
BNKI4,2021-01-30,240
OSTI4,2021-01-30,1260
GVNI4,2021-01-31,0
OSTI4,2021-01-31,1440
BNKI4,2021-01-31,1440
AHTI4,2021-01-31,600
OSTI4,2021-02-01,1140
BNKI4,2021-02-01,1260
AHTI4,2021-02-01,240
GVNI4,2021-02-01,0
OSTI4,2021-02-02,1440
AHTI4,2021-02-02,1080
GVNI4,2021-02-02,0
BNKI4,2021-02-02,1320
BNKI4,2021-02-03,1440
OSTI4,2021-02-03,1440
AHTI4,2021-02-03,1380
GVNI4,2021-02-03,0
BNKI4,2021-02-04,1260
OSTI4,2021-02-04,1020
AHTI4,2021-02-04,660
GVNI4,2021-02-04,0
BNKI4,2021-02-05,540
GVNI4,2021-02-05,0
OSTI4,2021-02-05,180
AHTI4,2021-02-05,60
OSTI4,2021-02-06,720
AHTI4,2021-02-06,0
BNKI4,2021-02-06,0
GVNI4,2021-02-06,0
BNKI4,2021-02-07,0
GVNI4,2021-02-07,0
AHTI4,2021-02-07,0
OSTI4,2021-02-07,480
OSTI4,2021-02-08,60
BNKI4,2021-02-08,0
GVNI4,2021-02-08,0
AHTI4,2021-02-08,0
GVNI4,2021-02-09,0
AHTI4,2021-02-09,0
BNKI4,2021-02-09,0
OSTI4,2021-02-09,180
GVNI4,2021-02-10,0
AHTI4,2021-02-10,0
BNKI4,2021-02-10,0
OSTI4,2021-02-10,0
GVNI4,2021-02-11,0
AHTI4,2021-02-11,0
BNKI4,2021-02-11,0
OSTI4,2021-02-11,0
GVNI4,2021-02-12,0
OSTI4,2021-02-12,0
BNKI4,2021-02-12,60
AHTI4,2021-02-12,0
OSTI4,2021-02-13,0
GVNI4,2021-02-13,0
AHTI4,2021-02-13,0
BNKI4,2021-02-13,0
AHTI4,2021-02-14,0
OSTI4,2021-02-14,0
GVNI4,2021-02-14,0
BNKI4,2021-02-14,0
OSTI4,2021-02-15,0
AHTI4,2021-02-15,0
BNKI4,2021-02-15,0
GVNI4,2021-02-15,0
OSTI4,2021-02-16,0
AHTI4,2021-02-16,0
BNKI4,2021-02-16,0
GVNI4,2021-02-16,0
OSTI4,2021-02-17,0
GVNI4,2021-02-17,0
BNKI4,2021-02-17,240
AHTI4,2021-02-17,0
GVNI4,2021-02-18,0
AHTI4,2021-02-18,0
BNKI4,2021-02-18,0
OSTI4,2021-02-18,720
OSTI4,2021-02-19,1020
AHTI4,2021-02-19,0
GVNI4,2021-02-19,0
BNKI4,2021-02-19,780
GVNI4,2021-02-20,0
OSTI4,2021-02-20,720
AHTI4,2021-02-20,0
BNKI4,2021-02-20,420
GVNI4,2021-02-21,0
BNKI4,2021-02-21,300
OSTI4,2021-02-21,840
AHTI4,2021-02-21,480
OSTI4,2021-02-22,900
AHTI4,2021-02-22,1020
BNKI4,2021-02-22,1080
GVNI4,2021-02-22,0
GVNI4,2021-02-23,0
OSTI4,2021-02-23,120
BNKI4,2021-02-23,60
AHTI4,2021-02-23,0
GVNI4,2021-02-24,0
AHTI4,2021-02-24,0
OSTI4,2021-02-24,360
BNKI4,2021-02-24,600
BNKI4,2021-02-25,780
OSTI4,2021-02-25,1020
AHTI4,2021-02-25,900
GVNI4,2021-02-25,0
BNKI4,2021-02-26,840
OSTI4,2021-02-26,660
AHTI4,2021-02-26,240
GVNI4,2021-02-26,0
AHTI4,2021-02-27,540
BNKI4,2021-02-27,720
GVNI4,2021-02-27,0
OSTI4,2021-02-27,600
OSTI4,2021-02-28,1020
GVNI4,2021-02-28,0
AHTI4,2021-02-28,600
BNKI4,2021-02-28,1020
BNKI4,2021-03-01,720
GVNI4,2021-03-01,0
AHTI4,2021-03-01,420
OSTI4,2021-03-01,900
AHTI4,2021-03-02,0
BNKI4,2021-03-02,60
OSTI4,2021-03-02,660
GVNI4,2021-03-02,0
GVNI4,2021-03-03,0
OSTI4,2021-03-03,0
AHTI4,2021-03-03,300
BNKI4,2021-03-03,180
BNKI4,2021-03-04,240
AHTI4,2021-03-04,420
GVNI4,2021-03-04,0
OSTI4,2021-03-04,840
AHTI4,2021-03-05,0
BNKI4,2021-03-05,120
GVNI4,2021-03-05,0
OSTI4,2021-03-05,780
GVNI4,2021-03-06,0
AHTI4,2021-03-06,60
BNKI4,2021-03-06,0
OSTI4,2021-03-06,540
AHTI4,2021-03-07,0
GVNI4,2021-03-07,0
BNKI4,2021-03-07,0
OSTI4,2021-03-07,180
OSTI4,2021-03-08,0
BNKI4,2021-03-08,0
AHTI4,2021-03-08,0
GVNI4,2021-03-08,0
AHTI4,2021-03-09,0
BNKI4,2021-03-09,0
GVNI4,2021-03-09,0
OSTI4,2021-03-09,0
OSTI4,2021-03-10,0
GVNI4,2021-03-10,0
BNKI4,2021-03-10,300
AHTI4,2021-03-10,180
OSTI4,2021-03-11,480
GVNI4,2021-03-11,0
BNKI4,2021-03-11,420
AHTI4,2021-03-11,0
GVNI4,2021-03-12,0
AHTI4,2021-03-12,60
OSTI4,2021-03-12,240
BNKI4,2021-03-12,0
OSTI4,2021-03-13,480
BNKI4,2021-03-13,60
AHTI4,2021-03-13,120
GVNI4,2021-03-13,0
AHTI4,2021-03-14,0
OSTI4,2021-03-14,360
BNKI4,2021-03-14,0
GVNI4,2021-03-14,0
BNKI4,2021-03-15,600
GVNI4,2021-03-15,0
OSTI4,2021-03-15,1140
AHTI4,2021-03-15,960
BNKI4,2021-03-16,1440
AHTI4,2021-03-16,1020
OSTI4,2021-03-16,1380
GVNI4,2021-03-16,480
AHTI4,2021-03-17,1080
BNKI4,2021-03-17,1440
OSTI4,2021-03-17,1440
GVNI4,2021-03-17,960
BNKI4,2021-03-18,480
AHTI4,2021-03-18,0
OSTI4,2021-03-18,900
GVNI4,2021-03-18,120
OSTI4,2021-03-19,0
AHTI4,2021-03-19,300
BNKI4,2021-03-19,0
GVNI4,2021-03-19,0
GVNI4,2021-03-20,0
BNKI4,2021-03-20,0
AHTI4,2021-03-20,0
OSTI4,2021-03-20,120
BNKI4,2021-03-21,0
AHTI4,2021-03-21,0
OSTI4,2021-03-21,0
GVNI4,2021-03-21,0
AHTI4,2021-03-22,0
OSTI4,2021-03-22,0
GVNI4,2021-03-22,300
BNKI4,2021-03-22,0
OSTI4,2021-03-23,660
BNKI4,2021-03-23,780
GVNI4,2021-03-23,1320
AHTI4,2021-03-23,360
AHTI4,2021-03-24,1020
GVNI4,2021-03-24,840
OSTI4,2021-03-24,1440
BNKI4,2021-03-24,1440
AHTI4,2021-03-25,180
OSTI4,2021-03-25,1440
BNKI4,2021-03-25,1380
GVNI4,2021-03-25,420
OSTI4,2021-03-26,1200
GVNI4,2021-03-26,720
BNKI4,2021-03-26,900
AHTI4,2021-03-26,840
AHTI4,2021-03-27,780
GVNI4,2021-03-27,660
OSTI4,2021-03-27,1260
BNKI4,2021-03-27,1320
AHTI4,2021-03-28,300
GVNI4,2021-03-28,0
BNKI4,2021-03-28,240
OSTI4,2021-03-28,780
OSTI4,2021-03-29,0
GVNI4,2021-03-29,0
BNKI4,2021-03-29,0
AHTI4,2021-03-29,0
AHTI4,2021-03-30,0
OSTI4,2021-03-30,0
GVNI4,2021-03-30,0
BNKI4,2021-03-30,0
OSTI4,2021-03-31,0
AHTI4,2021-03-31,0
BNKI4,2021-03-31,0
GVNI4,2021-03-31,0
BNKI4,2021-04-01,0
GVNI4,2021-04-01,0
AHTI4,2021-04-01,0
OSTI4,2021-04-01,0
AHTI4,2021-04-02,0
BNKI4,2021-04-02,0
GVNI4,2021-04-02,0
OSTI4,2021-04-02,0
BNKI4,2021-04-03,0
OSTI4,2021-04-03,0
GVNI4,2021-04-03,0
AHTI4,2021-04-03,0
AHTI4,2021-04-04,0
OSTI4,2021-04-04,0
GVNI4,2021-04-04,0
BNKI4,2021-04-04,0
AHTI4,2021-04-05,0
BNKI4,2021-04-05,360
