lr/train,time/total_timesteps,train/loss_avg,train/loss_std,train/loss
0.008879048469263507,5000,9.696484022539824,18.695112015415056,1.1679946184158325
0.008879048469263507,10000,1.0612766889572143,0.20915920963034618,1.4085493087768555
0.008879048469263507,15000,1.019930936050415,0.13947508613292794,0.8310353755950928
0.008879048469263507,20000,0.916199882888794,0.1077574709153732,0.962302565574646
0.008879048469263507,25000,0.9567485126495361,0.12687782486054874,1.105339765548706
0.008879048469263507,30000,0.8923693727493286,0.1472940428406521,0.9436934590339661
0.008879048469263507,35000,0.8906196273803711,0.10008059861455734,0.881379246711731
0.008879048469263507,40000,0.8863641443252563,0.110053786283487,0.8187797665596008
0.008879048469263507,45000,0.8550676683425903,0.0847352352556827,0.8385473489761353
0.008879048469263507,50000,0.8357637331008911,0.12380784870691257,0.8802169561386108
0.008879048469263507,55000,0.9538630439758301,0.19435237213731496,1.22416090965271
0.008879048469263507,60000,0.9087227130889892,0.1531763052296661,0.8556784391403198
0.008879048469263507,65000,0.9371267968177796,0.15673896353099961,0.8766244053840637
0.008879048469263507,70000,0.9266762324333191,0.13325025807200658,0.9743205308914185
0.008879048469263507,75000,0.9807934700012207,0.08065109085130191,1.0448510646820068
0.008879048469263507,80000,1.0487489513397217,0.1532604397587723,1.2771739959716797
0.008879048469263507,85000,1.0929951677322387,0.13002056950821786,0.9015179872512817
0.008879048469263507,90000,0.9510508695602417,0.08716899998397255,0.9575390815734863
0.008879048469263507,95000,0.9604882184028626,0.09230190166248681,0.9385680556297302
0.008879048469263507,100000,0.9302897410392761,0.0724771848509041,0.9728163480758667
0.008879048469263507,105000,1.0684661403656006,0.11844764470269974,1.0717222690582275
0.008879048469263507,110000,1.0256374505996704,0.1051349687667777,0.9952376484870911
0.008879048469263507,115000,1.0482580459594726,0.07643918695502562,0.958109974861145
0.008879048469263507,120000,1.0307886095046996,0.08770913696533678,0.9720572233200073
0.008879048469263507,125000,1.0596411577224731,0.14217719541150345,0.9341479539871216
0.008879048469263507,130000,0.9998724699020386,0.1364114716739494,1.16326904296875
0.008879048469263507,135000,1.041402098464966,0.12507172103466122,1.0958373546600342
0.008879048469263507,140000,1.0594417278289794,0.05471784005991373,0.979172945022583
0.008879048469263507,145000,1.0690947805404662,0.11519376016243667,1.1110285520553589
0.008879048469263507,150000,1.0795560064315797,0.10735013481847153,0.8720985651016235
0.008879048469263507,155000,1.0863812580108643,0.12033265931523675,0.9675884246826172
0.008879048469263507,160000,1.0782447616577149,0.09428480981491767,0.7951180934906006
0.008879048469263507,165000,1.049731906414032,0.08533148718034227,0.885633647441864
0.008879048469263507,170000,1.028582748889923,0.08264052452294453,1.1161439418792725
0.008879048469263507,175000,1.0916386375427245,0.09548097812610441,1.2026615142822266
0.008879048469263507,180000,1.125353842163086,0.09625181773951967,1.2697932720184326
0.008879048469263507,185000,1.1396108819961548,0.10028210644325852,1.0794259309768677
0.008879048469263507,190000,1.0945150053024293,0.09422215633525842,1.0341126918792725
0.008879048469263507,195000,1.1057797512054444,0.10179004439403629,1.0587852001190186
0.008879048469263507,200000,1.0641057628631592,0.1254316918857866,1.1321649551391602
