train/loss_avg,train/loss,train/loss_std,lr/train,time/total_timesteps
3.584587314277636,1.593520164489746,5.4737216081740625,0.0040392385848487065,5000
1.2777750064849853,1.2749344110488892,0.19826782547959892,0.0040392385848487065,10000
1.0696646800994873,1.0544242858886719,0.06596305528387184,0.0040392385848487065,15000
0.9998411434173584,0.8665270209312439,0.08041533011054434,0.0040392385848487065,20000
0.9608056197166442,0.9696292281150818,0.051802995742231295,0.0040392385848487065,25000
0.9265444220542908,0.9076473116874695,0.04673346380090627,0.0040392385848487065,30000
0.9089092505455018,0.9384965300559998,0.05333369231946753,0.0040392385848487065,35000
0.902514453792572,0.7987236976623535,0.057769262925378276,0.0040392385848487065,40000
0.9083436084747314,1.0217163562774658,0.10459142353185516,0.0040392385848487065,45000
0.9060722152709961,0.7837330102920532,0.08690012424061522,0.0040392385848487065,50000
0.9007863311767578,0.9354732036590576,0.07346084099357048,0.0040392385848487065,55000
0.845740151977539,0.8881585001945496,0.06036414759062364,0.0040392385848487065,60000
0.8470935182571411,0.7681540250778198,0.07618368674884039,0.0040392385848487065,65000
0.8290552490234375,0.8382218480110168,0.08727077120181163,0.0040392385848487065,70000
0.8280657974243164,0.8068681955337524,0.06116285494445624,0.0040392385848487065,75000
0.8022697702407837,0.850893497467041,0.07474999778320075,0.0040392385848487065,80000
0.848984659576416,0.883934497833252,0.08965137548189185,0.0040392385848487065,85000
0.8208047763824463,0.7897590398788452,0.0484048752031161,0.0040392385848487065,90000
0.7808756845474243,0.7792254686355591,0.0605467849251281,0.0040392385848487065,95000
0.833604107093811,0.962078332901001,0.09969653792768976,0.0040392385848487065,100000
0.796652458190918,0.7210960388183594,0.08365538973754821,0.0040392385848487065,105000
0.8173600269317627,0.830764651298523,0.09421168474152831,0.0040392385848487065,110000
0.8193094087600707,0.857984185218811,0.08905460863419042,0.0040392385848487065,115000
0.7915737451553345,0.718169093132019,0.06788205831593797,0.0040392385848487065,120000
0.7697473100662231,0.7658206224441528,0.0877394489683952,0.0040392385848487065,125000
0.7942381978988647,0.7070662975311279,0.055663269362151206,0.0040392385848487065,130000
0.7639371812820435,0.8348978757858276,0.06688724272622995,0.0040392385848487065,135000
0.7734727209091187,0.9171140193939209,0.058791279549698344,0.0040392385848487065,140000
0.7924374305725098,0.7632479667663574,0.07774486531330581,0.0040392385848487065,145000
0.746374147605896,0.6561494469642639,0.06107970555272913,0.0040392385848487065,150000
0.8031148739814759,0.7403185963630676,0.09834585364682469,0.0040392385848487065,155000
0.7645778431892395,0.6351773738861084,0.0889329091788524,0.0040392385848487065,160000
0.7966493110656738,0.7320809364318848,0.08626236269445751,0.0040392385848487065,165000
0.7814859077453613,0.6481366157531738,0.08240048168098948,0.0040392385848487065,170000
0.7575099031448365,0.6532176733016968,0.08916143921153413,0.0040392385848487065,175000
0.7796943845748902,0.6747896671295166,0.08289245702410597,0.0040392385848487065,180000
0.7973425337791443,0.781894862651825,0.07002209373835995,0.0040392385848487065,185000
0.8007421860694885,0.7714734077453613,0.06935238614298264,0.0040392385848487065,190000
0.783967509841919,0.7859323024749756,0.08394100786042653,0.0040392385848487065,195000
0.7749285953521728,0.7160523533821106,0.055703582415682976,0.0040392385848487065,200000
