time/total_timesteps,train/loss,lr/train,train/loss_avg,train/loss_std
5000,1.1581861972808838,0.005487573140301316,2.1524631460311965,3.2938532300719765
10000,1.086754560470581,0.005487573140301316,1.1188549396514893,0.10136882392018552
15000,1.2345659732818604,0.005487573140301316,0.9934473285675048,0.09267756672254512
20000,0.926944375038147,0.005487573140301316,0.9829153179168701,0.1184000452882443
25000,0.7681013941764832,0.005487573140301316,0.9860532042503357,0.08794807223051779
30000,1.075709581375122,0.005487573140301316,0.9282585587501526,0.07730613178511206
35000,1.1478548049926758,0.005487573140301316,0.9572452842712402,0.08943720591590391
40000,0.9059218168258667,0.005487573140301316,0.9288651275634766,0.10129847450541205
45000,0.7878995537757874,0.005487573140301316,0.9830420929908752,0.12513744063692872
50000,0.9099310636520386,0.005487573140301316,0.9352635188102723,0.10400065481992062
55000,0.9436732530593872,0.005487573140301316,0.9298203958511353,0.08964590971866451
60000,1.0916519165039062,0.005487573140301316,0.9820858270645142,0.13902224429445423
65000,1.0523200035095215,0.005487573140301316,0.9528117042541504,0.12719872270671273
70000,0.9802442789077759,0.005487573140301316,0.9295356098175049,0.11037922833001351
75000,1.1343536376953125,0.005487573140301316,0.9302238178253174,0.12286396840546605
80000,1.0070945024490356,0.005487573140301316,0.8758690841674804,0.10230936475829644
85000,0.9713568687438965,0.005487573140301316,0.9626065986633301,0.1747049184022255
90000,0.839383065700531,0.005487573140301316,0.9188263738632202,0.10334338258141561
95000,0.8027577996253967,0.005487573140301316,0.8833217434883117,0.1051218213670921
100000,0.8830280900001526,0.005487573140301316,0.8962203454017639,0.09378483966314649
105000,0.8941141963005066,0.005487573140301316,0.9091092303276062,0.12133256771962822
110000,0.9305474162101746,0.005487573140301316,0.8733863566398621,0.08422878973072517
115000,0.9459301233291626,0.005487573140301316,0.9007703296661377,0.08499645089530515
120000,0.9684945344924927,0.005487573140301316,0.8917421533584595,0.11806761205616824
125000,0.8892144560813904,0.005487573140301316,0.8603425314903259,0.11812549167829249
130000,0.6265970468521118,0.005487573140301316,0.8712279446601867,0.12203737190287815
135000,0.8782128691673279,0.005487573140301316,0.8395756562232971,0.08416152930893551
140000,0.8329528570175171,0.005487573140301316,0.8303575442314148,0.0985500582545591
145000,0.9047912955284119,0.005487573140301316,0.8546704989433288,0.10705596412484865
150000,0.9009723663330078,0.005487573140301316,0.8211762654304504,0.09028127012108696
155000,0.7253498435020447,0.005487573140301316,0.8664336129188538,0.12361961075919052
160000,0.8522230982780457,0.005487573140301316,0.8727108008384704,0.09153787216347792
165000,0.8518446683883667,0.005487573140301316,0.8693703214645385,0.12546810186876348
170000,0.8653804063796997,0.005487573140301316,0.8224481588363648,0.09126893527921058
175000,0.8996396064758301,0.005487573140301316,0.8491489261627198,0.08652023199931658
180000,1.1326614618301392,0.005487573140301316,0.8390621109008789,0.09316084082194923
185000,0.9302662014961243,0.005487573140301316,0.8599654808998108,0.08758580012383292
190000,0.8875583410263062,0.005487573140301316,0.8611677309989929,0.08663978952377879
195000,0.7375239133834839,0.005487573140301316,0.8634575788497925,0.1242114228451975
200000,0.8938288688659668,0.005487573140301316,0.8259659696578979,0.0806791521221484
