station,valid,in_high,in_low,in_rh_min,in_rh,in_rh_max,in_solar_mj,in_precip,in_speed,in_gust,in_et,out_lwmv_1,out_lwmv_2,out_lwmdry_1_tot,out_lwmcon_1_tot,out_lwmwet_1_tot,out_lwmdry_2_tot,out_lwmcon_2_tot,out_lwmwet_2_tot,out_bpres_avg
OSTI4,2020-04-05,61574,32.7000000199999,37.18,56.3620835940043,74.9,23.09,0,1.5815166,8.871704,0.148307102362205,272.6,273.3,1181,258.8,0.25,1044,395.8,0,629.3
AHTI4,2020-04-05,60764,29714,30.46,57.117083867391,86.1,21.82,0,5.739988,16.77705,0.184409429133858,274.8,273.4,605.5,805,29.75,949,491.3,0,1021
BNKI4,2020-04-05,56.8579999999999,33.6577999999999,37.49,53.9750003814697,73.93,22.64,0,2.6306415,10.419666,0.152401559055118,2620,271.3,0,0,1440,1215,224.8,0,499.8
GVNI4,2020-04-05,61.8439999999999,29.6672,32.02,69.3325001398722,98.7,22.13,0,6.6772656,16.938110000000002,0.171535448818898,156.1,272.6,1440,0.5,0,1009,209.5,222,551.6
GVNI4,2020-04-06,69.2599999999999,49316,66.35,82.9670829772949,98.2,8.83,0,7.889687,17.94026,0.0909055118110237,156,276.6,1440,0,0,1064,232.8,143.8,519.9
OSTI4,2020-04-06,66.3619999999999,46.8499999999999,53.94,84.4500010808309,99.3,6747,0,2.7268298,14.906968000000001,0.0539370078740158,278,279.3,172.5,1180,87.8,54.75,1365,20.5,617.9
AHTI4,2020-04-06,64.5619999999999,42.7999999999999,50.65,78.654167175293,90.8,6427,0,6.4356766,16.105968,0.078307078740157507,277.4,277.4,0,1349,90.8,33,1404,3.25,1014
BNKI4,2020-04-06,54.9499999999999,39.9164,46.8,65.393749554952,95.7,4088,0,2.7313037,13.124127,0.0487007874015748,1841,274,0,0,1440,1223,149.8,67.75,493.6
GVNI4,2020-04-07,85532,48.9000001999999,14.27,61.3170837958654,99.3,21.07,0,5.5118203,20.356155,0.247244082677165,149.9,268.4,1440,0,0,872,216,352.3,502.9
OSTI4,2020-04-07,78746,55.3000009999999,54.02,79.1966667175293,98.6,22.18,0,7.853896,17.640509,0.200787401574803,274.8,276.1,319.8,1120,0,2.25,1438,0,606.1
AHTI4,2020-04-07,81.4099999999999,53.4199999999999,27.46,70.366250038147,97.9,20.24,0,5.6438,14.191147,0.206850381889764,275.4,274.1,629.3,415.8,395,678.5,548,213.5,1008
BNKI4,2020-04-07,77.2159999999999,51.0259999999999,50.17,85.6454170544942,99.5,13.29,0,2.4852402,15.345408,0.109921271653543,2027,275.3,0,0,1440,437.3,607,395.8,485
GVNI4,2020-04-08,71.3839999999999,40.5999998599999,30.65,39.847499926885,54.3,21.86,0,7.375191,22.503618,0.26405512992126,156.1,270,1440,0,0,1440,0,0,506.6
OSTI4,2020-04-08,76.3519999999999,40.3538,46.01,67.4812499682109,97.8,17.06,0,4.7534976,21.922012,0.162126003937008,271.9,273.3,929,425.8,85.3,813,514.8,112,614
AHTI4,2020-04-08,64.4359999999999,40.3999997,37.64,61.8779171307882,94.4,14.05,0,7.1224170000000004,22.03386,0.161259842519685,275.5,274.2,238.3,1043,158.8,872,506.3,62,1013
BNKI4,2020-04-08,63.8419999999999,39.6733999999999,56.52,85.853749593099,99.4,11.86,0.09,1.9908766,12.963067,0.0732677165354331,2590,263.3,0,0,1440,536.8,222,681.3,501
BNKI4,2020-04-09,46.8859999999999,29.8147999999999,43.19,62.1662500699361,82.4,16.89,0,2.655248,15.43265,0.0998818976377953,2608,274.9,0,0,1440,1072,368.3,0,526
OSTI4,2020-04-09,51.0259999999999,29.03,30.7,51.3470831712087,75.33,16.87,0,8.3191805,27.693317,0.160511799212598,272,273.4,1440,0,0.25,1161,279,0,644.6
GVNI4,2020-04-09,51.2779999999999,31.3249999999999,26.24,40.0599999427795,56.96,24.33,0,10.464405,35.947624,0.217716535433071,159.6,270.8,1440,0,0,1440,0,0,558.1
AHTI4,2020-04-09,47696,26.6485999999999,31.98,52.0104168256124,73.71,17.15,0,9.645685,30.131582,0.15255905511811,276.3,274.9,445.5,995,0,828,608,3.75,1019
OSTI4,2020-04-10,54.9859999999999,24305,30.47,53.8891668319702,82.6,22.92,0,3.948199,14.629587,0.159409460629921,270.6,272.6,1440,0,0,1084,356.5,0,650.6
GVNI4,2020-04-10,55.5619999999999,23.5507999999999,22.87,46.0324997107188,77.4,20.54,0,6.0509224,17.78591,0.169488188976378,155.4,269.3,1440,0,0,1440,0,0,565.5
AHTI4,2020-04-10,53.1859999999999,21.4232,24.75,51.5049993197123,83.7,20.12,0,4.55441,17.114828,0.160826791338583,274.2,272.8,778.5,661.5,0,1033,407.3,0,1020
BNKI4,2020-04-10,52.5019999999999,26.2562,28.28,55.2991665999095,90,22.76,0,1.9081098,11.034825,0.125314960629921,2603,270.7,0,0,1440,1051,388.8,0,514.5
AHTI4,2020-04-11,59.3999995999999,39.7381999999999,44.91,69.6383339564006,95.9,7.5,0.05,5.297074,15.02329,0.0777952677165354,308.8,282.3,93.5,926,420.8,676.3,440.5,323.3,1009
OSTI4,2020-04-11,62.1859999999999,37.9616,45.39,70.0775003433228,91.9,10.36,0.060000002,1.9394269,15.009868,0.0818504015748032,276,277.3,963,398,78.75,744.8,661.5,33.75,627.5
BNKI4,2020-04-11,58.1359999999999,37.9999999399999,33.43,66.1395840644836,99.4,9.14,0.5200787,3.0713186,14.732487,0.0899212755905512,1812,309.5,0,0,1440,847,19.75,573.8,504.9
GVNI4,2020-04-11,70.9519999999999,41.1781999999999,39.47,49.5754170417786,70.05,21.84,0,5.4536595,18.767927,0.194645669291339,155.4,271.9,1440,0,0,1393,28.5,18.5,526.4
GVNI4,2020-04-12,52.6279999999999,28.6861999999999,61.34,83.3125001589457,94.7,2933,0.21000001,11.837886,26.574848,0.0309842543307087,161.6,273.5,1440,0,0,358.5,588.8,492.8,574.2
AHTI4,2020-04-12,47624,27.8383999999999,84,95.3958342870077,99.9,1625,0.25,12.649897,31.898766,0.0122047255905512,277.6,277,0,525,915,0,432,1008,1007
BNKI4,2020-04-12,58748,32.5526,82.1,97.0166680018107,99.5,6798,0.32992128,4.113733,14.848807,0.0424803149606299,1907,275.5,0,0,1440,332.5,73.75,1034,528.4
OSTI4,2020-04-12,56.399999,30614,71.57,92.3454170227051,99.3,8.61,0.28,6.9949117,28.856525,0.0584645669291339,274.7,276.8,219.5,631.3,589.3,83.5,688.8,667.8,629.8
OSTI4,2020-04-13,42.3176,25.2266,37.21,62.5658330917358,85.5,22.49,0,9.164743,21.049604,0.132125984251969,273.4,275.4,1075,365.5,0,655.3,784.8,0,665.9
GVNI4,2020-04-13,40.8721999999999,22.3232,26.35,50.3737496534983,79,24.15,0,8.464581,24.114212,0.14952755511811,161.7,271.5,1440,0,0,1440,0,0,588
BNKI4,2020-04-13,40.9946,26.2526,42.78,72.2883332570394,96.5,23.06,0,3.2972496,13.240448,0.108149606299213,2558,272.2,0,0,1440,1067,372.8,0,544.9
AHTI4,2020-04-13,41.0846,24.0458,41.2,65.5629159609477,83.2,22.19,0.14999999,8.433264,19.953505,0.115393708661417,280.2,277.5,35.5,1405,0,347.5,1093,0,1021
AHTI4,2020-04-14,39.4915999999999,22.5752,40.01,65.322499593099,95.6,18.58,0.05,5.4961615,16.645071,0.103110244094488,279.7,283.1,70,1252,118.3,621.8,818,0,1023
OSTI4,2020-04-14,42.6847999999999,24305,31.52,53.7904163996379,76.19,22.38,0,7.827053,22.816788,0.144094488188976,275.1,276.8,1363,77.25,0.25,891,549,0,665.7
BNKI4,2020-04-14,37463,23.8801999999999,44.67,70.5829173723857,91.3,17.01,0,1.5569102,16.470589,0.0750393740157481,2623,274.3,0,0,1440,1235,205.3,0,563.4
GVNI4,2020-04-14,45.7051999999999,22.9982,26.14,50.7741672197978,76.79,21.19,0,7.460195,22.682573,0.145866141732284,160.9,272.8,1440,0,0,1440,0,0,580.1
OSTI4,2020-04-15,39.8029999999999,16.6999999999999,61.17,86.5395832061768,99.3,15083,0.1,3.2525108,12.408306,0.0569685078740158,273.4,274.7,731,709,0,462.5,893,84.8,672.2
GVNI4,2020-04-15,50.4679999999999,19.1000002999999,20.17,57.532083272934,96.7,24.2,0,5.4424753,18.477125,0.152874015748032,157.8,270.7,1440,0,0,1000,424.3,16,568.8
BNKI4,2020-04-15,40.6885999999999,21.6067999999999,35.69,60.1258335113525,87,1.6002201,0,1.8454754,8.578665,0.109842507874016,2540,259.7,0,0,1440,1228,212.3,0,556.7
AHTI4,2020-04-15,40.2259999999999,15548,52.13,79.1320838928223,96.7,16.17,0.040000003,3.2502737,12.379226,0.069724405511811,276.2,274.9,5.5,1225,209.8,104.3,1066,270,1023
AHTI4,2020-04-16,41.6335999999999,26.8645999999999,38.14,60.2395836512248,88,13.02,0,2.9169698,11.151146,0.0872834566929134,278.3,283,200.3,1240,0,569.5,856,14.5,1027
BNKI4,2020-04-16,44.7907999999999,21.2378,30,52.9374995231628,78.35,1.4005188,0,1.5994121,11.092986,0.110944874015748,2610,272.5,0,0,1440,1440,0,0,534.4
OSTI4,2020-04-16,41.5184,27.1274,45.05,71.0616658528646,99.3,8.61,0.23,1.5144083,8.504846,0.0432677165354331,278.8,281.5,848,592,0,452,834,154.3,663.4
GVNI4,2020-04-16,37.13,30.5131999999999,55.36,86.9995840390523,99.5,4568,0.53999996,9.596473,18.432384,0.0312204724409449,164,294.6,1440,0,0,449.5,273.5,717,589.8
BNKI4,2020-04-17,49.8199999999999,31.2655999999999,38.31,68.6179173787435,99.3,13.4,0,1.601649,10.025965,0.0829527559055118,2616,273.5,0,0,1440,1011,429,0,520.5
AHTI4,2020-04-17,50864,29.6905999999999,40,76.46875,99.5,15.43,0.080000006,5.8294654,19.148207,0.113267692913386,274.8,276.9,210,1117,113.5,398,850,192.3,1021
GVNI4,2020-04-17,46.4359999999999,28.9922,47.03,80.1391673088074,99.4,26.14,0,5.1628575,14.249308,0.115236220472441,160.2,272.7,1440,0,0,969,3,467.8,577
OSTI4,2020-04-17,47156,31163,57.89,84.0779177347819,99.3,18.29,0.22,6.1001353,14.394709,0.0985039330708662,274.3,276,858,582.5,0,180.3,1260,0,649.8
GVNI4,2020-04-18,70.5919999999999,34.4317999999999,26.63,58.3149996598562,84.5,25.8,0,8.044036,24.5616,0.241220484251969,154.7,270.6,1440,0,0,1385,55.5,0,538.8
AHTI4,2020-04-18,68.5939999999999,32.6929999999999,38.02,59.7854172388713,83.1,24.64,0,12.482125,28.946003,0.253385826771654,275.1,273.4,376.3,1064,0,882,558,0,1011
OSTI4,2020-04-18,62438,33.9781999999999,43.38,63.8395829200745,82.7,25.89,0.010000001,13.128601,30.131582,0.221850393700787,272.6,274.7,1089,350.5,0.25,840,600.5,0,632.6
BNKI4,2020-04-18,59.4859999999999,30.9757999999999,42.36,64.1695833206177,93.6,25.01,0,6.675029,21.429886,0.200511811023622,2604,272,0,0,1440,1106,334,0,498.7
BNKI4,2020-04-19,57.7039999999999,40.3483999999999,27.47,45.6662491162618,70.35,25.64,0,2.3443131,9.996884,0.178031496062992,2633,265.3,0,0,1440,1440,0,0,473.3
GVNI4,2020-04-19,62.8339999999999,40.8000002,29.77,46.0250000158946,66.53,25.8,0,6.1359267,14.906968000000001,0.219724448818898,154.7,269.9,1440,0,0,1440,0,0,519.3
OSTI4,2020-04-19,61.6999999999999,40.8451999999999,27.49,50.3166663646698,83.7,25.84,0,4.876529,16.87995,0.21874018503937,271.3,272.6,1326,114.3,0,1035,404.8,0,622
AHTI4,2020-04-19,59.0539999999999,34.4696,22.98,45.0445832411448,78.61,25.26,0,6.1582956,19.03636,0.221968484251969,274.8,273.5,775.3,664.8,0,1067,372.8,0,1013
AHTI4,2020-04-20,66.8839999999999,35.0203999999999,23.76,52.321249961853,84.7,15.52,0,6.634764,23.10759,0.18740157480315,274.8,273.4,703.5,710.3,26.25,923,423.3,94.3,1010
GVNI4,2020-04-20,70124,40.2999997999999,19.96,40.5191663901011,62.17,25,0,7.334926,25.38927,0.289488177165354,154,269.2,1440,0,0,1431,3,6.25,516.3
OSTI4,2020-04-20,67.3339999999999,37.0417999999999,26.93,50.8800005912781,82.5,19.95,0,6.1672435,21.854904,0.210118110236221,271.9,272.6,1341,94,4.75,1244,192.3,4.25,624.1
BNKI4,2020-04-20,64.7419999999999,29.6293999999999,31.07,47.4399995803833,76.59,20.35,0,2.6619587,16.383348,0.163464566929134,2628,271.3,0,0,1440,1440,0,0,489.4
OSTI4,2020-04-21,60.7279999999999,35.2021999999999,28.16,43.7149997552236,65.6,26.37,0,5.0129824,15.141847,0.198543295275591,270.9,272.6,1437,0,3.25,1440,0,0,623.8
AHTI4,2020-04-21,63.0859999999999,32.8153999999999,25.16,45.1062499682109,69.62,25.35,0,5.476029,15.316328,0.205748031496063,274.1,272.7,906,533.8,0,1170,269.8,0,1017
BNKI4,2020-04-21,53.78,29.8058,23.85,42.1670832633972,66.34,25.27,0,2.3957627,10.157945,0.165905511811024,2509,271.4,0,0,1440,1428,2,10.5,499
GVNI4,2020-04-21,71.8339999999999,35.30000012,21.12,39.2154165903727,58.59,25.91,0,4.5186186,15.842009,0.234133858267717,151.9,269.1,1440,0,0,1440,0,0,515.7
OSTI4,2020-04-22,77.2159999999999,47.399999,29.57,44.4041663805644,72.4,23.02,0.010000001,10.442037,23.801043,0.332047283464567,274.8,276.1,1336,85,19,1227,204.8,8.75,608.1
GVNI4,2020-04-22,78422,54446,28.67,47.4554164409638,79.54,23.18,0,6.755559,19.908766,0.283661433070866,156,275.3,1440,0,0,1418,21.75,0,500.5
AHTI4,2020-04-22,79538,48.7999993999999,27.87,45.6124999523163,59.48,15.58,0.05,9.788849,29.326283,0.280157507874016,276.1,274.7,780.3,630,29.75,1292,107.3,40.5,1009
BNKI4,2020-04-22,76748,38.0767999999999,31.17,59.0712495644887,93,15.54,0.16000001,4.708759,17.24457,0.152598433070866,1505,276.7,0,0,1440,1046,147,247,490.4
BNKI4,2020-04-23,60.6000002,43.5109999999999,88.5,95.2541678746541,99.4,7503,0,2.1787796,8.314706,0.0453937007874016,2010,276.8,0,0,1440,594.3,604.5,241.3,507.6
OSTI4,2020-04-23,70.1599999999999,47.8000004,51.34,81.5700004895528,99.3,17.61,0,4.2278166,14.906968000000001,0.119055118110236,276,277.3,379.5,856,204.5,217.5,1050,172.5,608.4
AHTI4,2020-04-23,71.7079999999999,45.6655999999999,41.14,68.5291674931844,96.3,24,0.020000001,5.652747,14.452869,0.218070866141732,299.2,358.4,438.3,712.8,289,598.3,595.3,246.5,1007
GVNI4,2020-04-23,79.2859999999999,51.1519999999999,17.37,58.4829161961873,99.4,23.88,0,4.292688,16.412428,0.232086633858268,151.3,269.1,1440,0,0,1027,65.5,347.8,500.1
OSTI4,2020-04-24,62222,49.73,71.08,89.2170836130778,99.3,12.9,0.040000003,5.5587954999999996,14.088248,0.0920472440944882,280.8,282.2,20,1419,0.75,0,1161,279,612.8
BNKI4,2020-04-24,54.7159999999999,41.6084,70.47,88.9412508010864,99.4,12.58,0.020000001,2.720119,10.770866,0.0772047244094488,2253,274.8,0,0,1440,498.3,709,232.8,502.1
GVNI4,2020-04-24,66.0739999999999,51764,45.07,71.0408329963684,97.3,8.87,0.32000002,4.2949247,16.412428,0.100157480314961,156.8,274,1440,0,0,905,234.3,301.3,513.1
AHTI4,2020-04-24,60.0259999999999,49.0999999999999,69.86,85.3637501398722,96.2,13.12,0.23,5.9010477,15.345408,0.0983070866141732,305.4,293.8,46.5,1337,56.5,0,1384,56.25,1012
OSTI4,2020-04-25,64.4179999999999,45257,38.96,68.5474999745687,97.8,22.93,0.010000001,5.156147,14.877888,0.181299232283465,274.3,275.3,916,524,0.5,577.5,863,0,615.9
AHTI4,2020-04-25,67424,42.4939999999999,31.76,69.1637500921885,98.1,21.05,0,3.9705684,17.12825,0.18236220472441,276.1,274.8,425.5,518.5,496,569.5,432,438.5,1018
GVNI4,2020-04-25,64.6159999999999,41.8999999999999,40.57,74.8483336766561,91.9,19.24,0.2,3.76477,23.51024,0.15031494488189,169.1,321.1,1440,0,0,807,266,367.3,523.3
BNKI4,2020-04-25,60.5839999999999,42.6524,37.04,67.4045832951864,93.1,16.82,0,2.7134085,11.2674675,0.128346464566929,2119,268.6,0,0,1440,981,459.3,0,489.9
BNKI4,2020-04-26,68.1619999999999,38.0767999999999,24.53,51.1383334000905,84.5,23.5,0,1.9640334,13.327689,0.183976377952756,2599,244.7,0,0,1440,1314,126,0.5,485
AHTI4,2020-04-26,69872,44.5099999999999,30.87,55.7091666857402,90.1,23.08,0,4.9660068,16.135048,0.23724407480315,274.8,273.4,735.8,595.3,109,1030,410.5,0,1021
GVNI4,2020-04-26,67.4779999999999,38.7999998599999,33.38,65.7754171689351,94.3,22.35,0,4.7982364,18.029737,0.198464606299213,205.1,313.4,1440,0,0.25,986,8.5,446,516.4
OSTI4,2020-04-26,71456,43.79,27.51,58.4462498823802,94.9,23.53,0,3.1675072,16.734549,0.200236200787402,272.3,273.3,1054,354.8,31.25,985,416.3,38.5,613.3
BNKI4,2020-04-27,70.3759999999999,49874,43.28,59.7008333206177,86.1,10.91,0,4.945874,17.582348,0.146299224409449,2044,259,0,0,1440,1440,0,0,469.2
GVNI4,2020-04-27,80996,54.9859999999999,36.37,54.6666663487752,71,25.82,0,7.343874,17.47945,0.273070866141732,151.9,271.2,1440,0,0,1433,3,4,496.7
AHTI4,2020-04-27,79.9519999999999,52574,21.2,47.6695834795634,72.86,24.76,0,6.8853016,26.194567,0.277716586614173,274.8,272.7,856,583.8,0,1204,236.3,0,1015
OSTI4,2020-04-27,77.6839999999999,52.5019999999999,44.61,57.5825006167094,81,20.51,0.020000001,8.137988,27.648577,0.250039346456693,273.4,275.5,1329,68,43.5,913,509.5,18,606.9
BNKI4,2020-04-28,68414,48.29,71.94,88.9262504577637,99.4,9.52,0.120000005,3.0892143,16.705467,0.073503937007874,2596,270.6,0,0,1440,609.3,311.8,519,476
AHTI4,2020-04-28,73.4359999999999,47.8039999999999,50.41,70.7079170544942,90.2,16.44,0.09,7.786788,26.172197,0.156614173228347,277.5,275.5,136.3,1215,89,566,737.3,136.8,1009
OSTI4,2020-04-28,72446,50.7739999999999,55.94,69.358750184377,79.19,12.77,0.020000001,8.245361,23.711565,0.162125984251969,274.7,276,864,501,75.25,44.5,1361,35,605.7
GVNI4,2020-04-28,72248,51.2779999999999,40.6,63.2695838610331,86.3,18.69,0,8.873941,28.901264,0.235787401574803,154.7,271.3,1440,0,0,1436,4,0,496.2
BNKI4,2020-04-29,55.7419999999999,46.3873999999999,56.17,83.7991669972738,99.4,4155,0,4.990613,15.390147,0.0474803228346457,2615,272.7,0,0,1440,654.5,710.8,74.75,484
AHTI4,2020-04-29,62.8519999999999,45.5431999999999,43.6,64.4049994150798,83.6,19.98,0,13.106232,31.898766,0.214330716535433,276.2,274.8,289.3,1151,0,789.5,650.5,0,1012
OSTI4,2020-04-29,60.3679999999999,47.1019999999999,55.31,70.8970832824707,85.4,5.38,0,10.815605,27.17882,0.109015748031496,274,275.3,1067,373.3,0,64.25,1376,0,617.2
GVNI4,2020-04-29,69.3859999999999,50.1079999999999,28.55,55.6399995485942,84.9,24.42,0,11.195885,28.610462,0.279094476377953,153.3,270.6,1440,0,0,1384,55.25,0.5,506.6
GVNI4,2020-04-30,73706,47.1019999999999,21.15,47.2608333428701,80.9,27.66,0,3.840826,10.0841255,0.231141744094488,151.9,269.8,1440,0,0,1440,0,0,504.2
OSTI4,2020-04-30,72.5539999999999,42.44,17.09,48.0841672420502,83.3,28,0,4.4559846,16.39677,0.256299212598425,270.6,271.9,1236,204.3,0,1037,403,0,616.1
BNKI4,2020-04-30,66.4519999999999,41.7937999999999,24.9,47.5062499046326,81.3,27,0,3.3665948,11.779726,0.22255905511811,2470,266.6,0,0,1440,1213,227.3,0,469.7
AHTI4,2020-04-30,71.5279999999999,40.7174,13.42,45.229166507721,84.6,26.93,0,4.50296,15.98741,0.243031507874016,274.1,272.1,938,502.3,0,1030,410.5,0,1016
GVNI4,2020-05-01,84.2539999999999,53.8519999999999,33.13,45.5125002861023,65.76,25.02,0,6.373042,18.61134,0.308976397637795,149.9,269.1,1440,0,0,1440,0,0,491.6
OSTI4,2020-05-01,78.44,43.0538,35.48,47.9479163487752,67.27,18.22,0,3.1854026,21.049604,0.187047244094488,272.2,273.6,1440,0,0.5,1440,0,0,610.7
AHTI4,2020-05-01,79538,45.3073999999999,29.52,42.7004168828329,54.52,20.49,0,7.71968,25.747179,0.29476375984252,275.4,273.3,964,476,0,1440,0.25,0,1012
BNKI4,2020-05-01,72.0859999999999,37949,28.85,52.2787501811981,80.6,18.68,0,4.7109957,16.87995,0.196220472440945,2607,271.3,0,0,1440,1440,0,0,475.6
AHTI4,2020-05-02,71906,50198,32.03,58.2824999491374,78.51,12.23,0,4.0108333,16.164127,0.162007881889764,276.8,274.8,441.3,976,22.75,834,596.3,10.25,1016
BNKI4,2020-05-02,75.6499999999999,52.9339999999999,28.48,49.9245831171672,76.61,16.14,0,2.2123337,13.446247,0.150984236220473,2620,269.2,0,0,1440,1440,0,0,451.9
OSTI4,2020-05-02,74.03,57.0199999999999,38.63,59.2804169654846,82.4,12.3,0,3.9258296,13.826527,0.151141720472441,272.9,274.6,1229,205.8,5.25,584,832,24,604.4
GVNI4,2020-05-02,71.2939999999999,57.8659999999999,38.42,49.8649997711182,65.41,14.53,0,4.6371765,18.700817,0.187125996062992,153.3,269.8,1440,0,0,1438,2.5,0,493.3
OSTI4,2020-05-03,76.2439999999999,53348,21.79,47.024583419164,76.6,22.06,0,2.8498616,12.553707,0.218228334645669,270,272.1,1432,7.5,0.5,902,538.5,0,606.8
BNKI4,2020-05-03,75.38,45.3000002,20.74,35.7733333110809,49.83,23.61,0,2.0848281,9.864905,0.212007901574803,2622,269.2,0,0,1440,1440,0,0,460.7
AHTI4,2020-05-03,78.0079999999999,46.2308,19.71,47.5895833174388,86.5,23.09,0,3.2480369,14.600508,0.240157480314961,272.7,271.3,945,495.5,0,1025,415.5,0,1018
GVNI4,2020-05-03,76.2259999999999,54.5179999999999,20.13,43.6608332792918,75.58,14954,0,3.3464622,9.880564,0.158897649606299,151.3,268.4,1440,0,0,1435,4.75,0,499.4
GVNI4,2020-05-04,63.2659999999999,48.4519999999999,36.89,71.8362501462301,94,6034,0.38000003,5.420106,21.385147,0.0778740157480315,192.2,329.2,1440,0,0,780.3,264.3,395.5,514.6
OSTI4,2020-05-04,61214,46121,41.02,63.1600001653036,97.5,8.02,0.23,2.7313037,11.603007,0.0720866181102362,304,301.2,1038,14,388.5,1000,35.75,404.5,617.7
AHTI4,2020-05-04,59288,47.7499999999999,38.94,56.0620841979981,86.6,8.31,0.23,7.084389,18.365278,0.140236232283465,279.6,280.9,811,376.8,252,1055,52.5,333,1018
BNKI4,2020-05-04,55256,40.3412,40.25,58.3016664187113,74.6,16.82,0,4.3441377,15.155269,0.137244094488189,2620,271.3,0,0,1440,1440,0.25,0,495.6
OSTI4,2020-05-05,47.3359999999999,43.2373999999999,98.3,99.2333348592122,99.3,4736,0.16000001,2.8409138,10.128864,0.0274015787401575,327.1,324.4,0,65,1375,0,184.3,1256,629.5
AHTI4,2020-05-05,47.93,43.8349999999999,87.5,92.2999998728434,96.5,4.51,0.080000006,5.140488,14.220227,0.032007874015748,274.8,277.6,74.5,605.5,760,0,336.8,1103,1018
GVNI4,2020-05-05,61538,44906,46.47,73.5512501398722,99.2,26.38,0,9.464493,32.03298,0.211377952755906,166.3,304,1440,0,0,951,87.3,402,525.6
BNKI4,2020-05-05,48596,36.2965999999999,63.61,92.3333339691162,99.4,5.86,0.37992126,2.1899643,11.473266,0.0358661397637795,1438,382.5,42.75,52.5,1345,70.25,56.75,1313,572
GVNI4,2020-05-06,60.6199999999999,43.0177999999999,42.21,70.212916692098,95.5,19.13,0,4.6796784,14.307468,0.139251956692913,157.5,272.7,1440,0,0,1035,18,387.3,531.4
OSTI4,2020-05-06,62.0599999999999,40.6004,40.69,76.8616666793823,99.3,21.28,0.010000001,3.3598838,12.495546,0.155472440944882,275.3,276.7,703.8,306.3,430,353.3,647.3,439.5,622.7
BNKI4,2020-05-06,62924,39.0596,43.34,77.0533340771993,99.4,18.89,0.020000001,1.266108,8.314706,0.127559047244095,2546,271.7,0,0,1440,1047,23.25,370.3,511.8
AHTI4,2020-05-06,62.1679999999999,40.3502,44.34,75.814999739329,97.1,16.42,0.05,3.6395013,14.584848,0.131456692913386,304.1,278.2,328,674.5,437.5,435.3,678.8,326,1024
GVNI4,2020-05-07,60.2599999999999,37.6000001599999,48.51,76.8079172770182,93.6,8.65,0.28,3.4650202,12.904907,0.0675196771653543,173.8,365.4,1440,0,0,488.5,373.8,577.8,539
AHTI4,2020-05-07,63.9499999999999,38.8184,37.13,67.9800003369649,92.9,14.9,0.020000001,3.5723932,15.345408,0.142086614173228,278.2,276.8,457.3,461.8,521,548.5,455.5,436,1020
BNKI4,2020-05-07,63.8779999999999,39.7346,35.71,57.0241662661235,94,21.31,0,1.6754681,11.195885,0.161220484251969,2616,268.6,0,0,1440,1317,122.8,0,494.2
OSTI4,2020-05-07,65.3539999999999,42.8072,30.35,62.9812501271566,94.4,19.03,0,3.699899,11.998946,0.177244106299213,289,372.5,916,497.5,26.75,700.3,632.3,107.5,618.4
BNKI4,2020-05-08,49.7119999999999,31.8164,25.66,36.8233334223429,54.04,28.75,0,3.4068596,11.6768265,0.188070866141732,2598,272.1,0,0,1440,1425,1.75,13.75,525.7
GVNI4,2020-05-08,56.641999999999904,37.3747999999999,29.91,57.9374995231628,98.2,29.18,0.13,6.8763533,17.31839,0.211811023622047,156.8,270.6,1440,0,0,1096,261,82.8,541.1
OSTI4,2020-05-08,56282,37.2866,24.33,47.0962502161662,89.4,28.8,0,6.7868757,19.573225,0.238070881889764,271.9,273.3,1247,187,6.25,1116,191.8,132.3,625.5
AHTI4,2020-05-08,55.7419999999999,36.6745999999999,24.38,46.0266668001811,85.1,28.01,0.010000001,8.001534,20.960127,0.239488188976378,274.8,273.5,753.3,686.8,0,1077,363.3,0,1023
GVNI4,2020-05-09,66.8839999999999,33.6000000199999,28,55.451250076294,80.5,21.82,0,7.355059,27.357775,0.20503937007874,157.5,272,1440,0,0,1378,61.75,0,537.8
OSTI4,2020-05-09,66.0919999999999,29.5213999999999,26.35,47.864999850591,82.4,28.01,0.010000001,5.999473,19.908766,0.261338543307087,274,275.3,1285,58.25,97,928,395,116.8,632.8
AHTI4,2020-05-09,68.7199999999999,29.8975999999999,26.14,54.0037496884664,87.8,24.68,0.030000001,6.746611,25.76955,0.25748031496063,276.2,274.8,642,689.8,108.3,839,482.5,118.3,1022
BNKI4,2020-05-09,63.7699999999999,26.6827999999999,29.03,46.2437496980031,78.34,27.08,0,2.4405015,14.965129,0.202401602362205,2247,266.5,0,0,1440,1439,1.25,0,517.4
AHTI4,2020-05-10,51.4759999999999,40.2259999999999,45.92,62.3529163996379,84,14.08,0,10.343611,22.3694,0.149291330708661,274.8,273.5,69.25,1371,0,922,505.5,12.25,1024
OSTI4,2020-05-10,53.5279999999999,41.5813999999999,39.25,59.8358330726624,82.8,16.1,0,9.417518,21.832535,0.16507874015748,271.9,273.3,1368,43.75,28.25,935,477.3,28,626
BNKI4,2020-05-10,47.8579999999999,39.2774,55.18,79.3320827484131,98.2,11.13,0.030000001,2.8476245,11.779726,0.0681496102362205,2618,258.8,0,0,1440,1056,254.5,129.3,534.1
GVNI4,2020-05-10,55724,37.3747999999999,28.75,49.7216657797496,71.59,28.7,0,10.39506,28.453876,0.238464590551181,157.5,270.7,1440,0,0,1440,0,0,547.4
