station,mean_diff,std_diff,num_registros,corr_wet1_wet2
BNKI4,0.8404507317950421,0.24106257965238415,2008,-0.10149069564845689
AHTI4,0.29127524623727313,0.4121532186637424,2008,0.5124717827815064
OSTI4,0.1953181371735281,0.3012579022049971,2008,0.4960383962713635
GVNI4,0.08192393619964586,0.1624941652068212,2008,0.2626992812412704
