lr/train,train/loss,train/loss_std,time/total_timesteps,train/loss_avg
0.006589770835127121,0.7043002843856812,0.18364591553913015,5000,0.8704835650173118
0.006589770835127121,0.7803177833557129,0.16460395841572573,10000,0.7165546159744263
0.006589770835127121,0.4469413459300995,0.12468276755528813,15000,0.6795967749118805
0.006589770835127121,0.42308077216148376,0.12757701772014943,20000,0.5627159438610077
0.006589770835127121,0.5815408229827881,0.14259865444683262,25000,0.5064142736434937
0.006589770835127121,0.44803565740585327,0.15158887019796033,30000,0.528011997795105
0.006589770835127121,0.3168620467185974,0.14476594504416757,35000,0.48968348035812376
0.006589770835127121,0.3251712918281555,0.15889496185835908,40000,0.4472272879600525
0.006589770835127121,0.334918349981308,0.14849483931263252,45000,0.5031270387172699
0.006589770835127121,0.26065653562545776,0.1377283399535301,50000,0.48874301953315735
0.006589770835127121,0.4056391716003418,0.16382521964744176,55000,0.4719250608444214
0.006589770835127121,0.47842904925346375,0.10932795255948687,60000,0.48247091693878175
0.006589770835127121,0.2592107057571411,0.15685354387350284,65000,0.44799660263061525
0.006589770835127121,0.425871342420578,0.15235344125561198,70000,0.468133484172821
0.006589770835127121,0.4403854012489319,0.15293623363881992,75000,0.4354458642959595
0.006589770835127121,0.24720144271850586,0.13900458767507246,80000,0.3933488266944885
0.006589770835127121,0.40946412086486816,0.15154255962590676,85000,0.4258436107635498
0.006589770835127121,0.3873145580291748,0.13738849015639,90000,0.38931811637878416
0.006589770835127121,0.5156664252281189,0.11942204808618204,95000,0.45332483034133914
0.006589770835127121,0.3318239450454712,0.16820957046137994,100000,0.469660222530365
0.006589770835127121,0.26056647300720215,0.1296419647364607,105000,0.4424070384979248
0.006589770835127121,0.47433358430862427,0.13176740094972142,110000,0.41116958408355714
0.006589770835127121,0.3760552406311035,0.11331843763223715,115000,0.4127325262069702
0.006589770835127121,0.1951833963394165,0.12500877514024128,120000,0.3995502639770508
0.006589770835127121,0.3048497140407562,0.14077035350915676,125000,0.4260682122707367
0.006589770835127121,0.3496524691581726,0.12195619638061586,130000,0.43426659054756167
0.006589770835127121,0.5425770282745361,0.14095337559156498,135000,0.44592136363983154
0.006589770835127121,0.27600130438804626,0.16581086240230608,140000,0.42627620334625244
0.006589770835127121,0.5506859421730042,0.15165738295762474,145000,0.46858940839767455
0.006589770835127121,0.33985382318496704,0.13513702801727823,150000,0.4527313614845276
0.006589770835127121,0.4353087246417999,0.1456621521612103,155000,0.44882257208824156
0.006589770835127121,0.36080440878868103,0.15254217329918202,160000,0.47863095173835757
0.006589770835127121,0.5208272337913513,0.13024683893269393,165000,0.443317045879364
0.006589770835127121,0.6525242328643799,0.14169617223918107,170000,0.4295750027656555
0.006589770835127121,0.5081645250320435,0.11594389831187071,175000,0.4524068151473999
0.006589770835127121,0.35444334149360657,0.13993433441288627,180000,0.4598835132598877
0.006589770835127121,0.2735323905944824,0.1112506937369741,185000,0.4221128122329712
0.006589770835127121,0.2987822890281677,0.14523405396701308,190000,0.4315722650527954
0.006589770835127121,0.4516508877277374,0.15379100055791134,195000,0.4366008378505707
0.006589770835127121,0.4939221143722534,0.11181725654853511,200000,0.3950764492511749
