train/loss_avg,train/loss,train/loss_std,lr/train,time/total_timesteps
1.1255553043730349,0.7209041714668274,0.6334062839107703,0.0015306712351551123,5000
0.7739909657478332,0.6420403122901917,0.10153007765665768,0.0015306712351551123,10000
0.6664642293930054,0.6356329917907715,0.10499213790340944,0.0015306712351551123,15000
0.592940030670166,0.8097027540206909,0.1449282014434906,0.0015306712351551123,20000
0.6725953278541565,0.5708921551704407,0.142086580728577,0.0015306712351551123,25000
0.5636534628868103,0.5985136032104492,0.13587644155410875,0.0015306712351551123,30000
0.5277202029705048,0.4757895767688751,0.13669544090351743,0.0015306712351551123,35000
0.5548103352069855,0.48710405826568604,0.16244065160661456,0.0015306712351551123,40000
0.5397975889205933,0.9350756406784058,0.16878256230453792,0.0015306712351551123,45000
0.526492755317688,0.35471296310424805,0.1560231781610174,0.0015306712351551123,50000
0.5315047199249268,0.5796263217926025,0.15594345953083796,0.0015306712351551123,55000
0.49514631061553954,0.4561728537082672,0.15751397823109453,0.0015306712351551123,60000
0.5333313930511474,0.7193886041641235,0.16607137525124152,0.0015306712351551123,65000
0.5295049661636353,0.6540341377258301,0.13862591952919903,0.0015306712351551123,70000
0.4655714903831482,0.7729740738868713,0.14032839981470316,0.0015306712351551123,75000
0.5131923478126525,0.44389697909355164,0.15739111185153307,0.0015306712351551123,80000
0.46280822229385377,0.7189033627510071,0.14076128725733547,0.0015306712351551123,85000
0.49804730978012085,0.32299017906188965,0.14571973484877487,0.0015306712351551123,90000
0.4933801221847534,0.7567373514175415,0.1408292908324629,0.0015306712351551123,95000
0.4630664476394653,0.5504897832870483,0.10519546749996087,0.0015306712351551123,100000
0.47245890188217166,0.33096665143966675,0.11327084707422781,0.0015306712351551123,105000
0.426995894241333,0.37745586037635803,0.1314489092539221,0.0015306712351551123,110000
0.45481273565292357,0.5231300592422485,0.13133615331024243,0.0015306712351551123,115000
0.4501564573287964,0.45039796829223633,0.1480761081023605,0.0015306712351551123,120000
0.42885631046295164,0.14010751247406006,0.1157252571241508,0.0015306712351551123,125000
0.4656505725860596,0.31645017862319946,0.1274352231379155,0.0015306712351551123,130000
0.48058001227378844,0.49093809723854065,0.1123814137764312,0.0015306712351551123,135000
0.4452337604999542,0.4695078134536743,0.14804756397382424,0.0015306712351551123,140000
0.436455682182312,0.2997077703475952,0.10795236305820446,0.0015306712351551123,145000
0.45607285385131835,0.31559282541275024,0.12521606875075886,0.0015306712351551123,150000
0.4062426764011383,0.4404439628124237,0.13561484456112335,0.0015306712351551123,155000
0.4270965701580048,0.2562219500541687,0.12369384399009573,0.0015306712351551123,160000
0.43397228307724,0.6073424220085144,0.12416278605166263,0.0015306712351551123,165000
0.40445607137680056,0.4134373068809509,0.13272709995049756,0.0015306712351551123,170000
0.41772087106704714,0.3472331166267395,0.11182364586565285,0.0015306712351551123,175000
0.4375655156135559,0.45145368576049805,0.16275548128312053,0.0015306712351551123,180000
0.40363563113212586,0.26534995436668396,0.12600607607360403,0.0015306712351551123,185000
0.4334326298236847,0.6335526704788208,0.13112181164755973,0.0015306712351551123,190000
0.4426901308298111,0.2472362369298935,0.12874943853363632,0.0015306712351551123,195000
0.38451753633022306,0.40060943365097046,0.11111839534039462,0.0015306712351551123,200000
