lr/train,train/loss_avg,train/loss_std,train/loss,time/total_timesteps
0.00045215677298266225,1.3062415874828577,0.7544481111290386,1.088482141494751,5000
0.00045215677298266225,0.810633660697937,0.08923903636053204,0.7014551758766174,10000
0.00045215677298266225,0.7248545282363892,0.08188089393039945,0.6165077686309814,15000
0.00045215677298266225,0.6551266376495362,0.11985359453834703,0.7739226818084717,20000
0.00045215677298266225,0.6574196529388427,0.09391918490396461,0.5932328701019287,25000
0.00045215677298266225,0.638881279373169,0.09998896684819297,0.6714067459106445,30000
0.00045215677298266225,0.6176267952919007,0.1132199905550594,0.5650157332420349,35000
0.00045215677298266225,0.5421427859306336,0.09155433906022756,0.39623698592185974,40000
0.00045215677298266225,0.6210637540817261,0.12333314011294237,0.7428890466690063,45000
0.00045215677298266225,0.5912512201309205,0.10450931242074074,0.6458994150161743,50000
0.00045215677298266225,0.5626622519493103,0.11050779802372188,0.7126608490943909,55000
0.00045215677298266225,0.5088988667488098,0.10195448951754871,0.40944862365722656,60000
0.00045215677298266225,0.5139099866867065,0.1320583017334497,0.656298041343689,65000
0.00045215677298266225,0.4459883436203003,0.09932778254021553,0.30363142490386963,70000
0.00045215677298266225,0.4464521894454956,0.10396084153546353,0.4394916296005249,75000
0.00045215677298266225,0.5031900533676148,0.11080302382812943,0.47902464866638184,80000
0.00045215677298266225,0.4736131812095642,0.08499289024476239,0.32797378301620483,85000
0.00045215677298266225,0.4680079670906067,0.12151191605377432,0.3290671110153198,90000
0.00045215677298266225,0.5005967506408692,0.09865203951259306,0.499469518661499,95000
0.00045215677298266225,0.43362170600891115,0.11033923119051606,0.6307233572006226,100000
0.00045215677298266225,0.46108111844062805,0.1283589433680345,0.42223039269447327,105000
0.00045215677298266225,0.4760499602794647,0.08326340894621824,0.46629321575164795,110000
0.00045215677298266225,0.4248253306388855,0.09035019368272022,0.4003921151161194,115000
0.00045215677298266225,0.4416827401161194,0.09608683657271316,0.37017470598220825,120000
0.00045215677298266225,0.4251049188613892,0.0957076953719592,0.5741311311721802,125000
0.00045215677298266225,0.42262687377929686,0.07061636654344478,0.4081586003303528,130000
0.00045215677298266225,0.3853646242141724,0.08690568778938629,0.408038854598999,135000
0.00045215677298266225,0.435826216506958,0.09704304026463598,0.5544706583023071,140000
0.00045215677298266225,0.4558846790313721,0.10156248745448335,0.4197556972503662,145000
0.00045215677298266225,0.3750666739463806,0.0804536840291345,0.46348515152931213,150000
0.00045215677298266225,0.41220129027366637,0.1185579287259802,0.32697173953056335,155000
0.00045215677298266225,0.38367522311210633,0.1044859520946964,0.24919912219047546,160000
0.00045215677298266225,0.43112063093185427,0.08826149753079413,0.4018246531486511,165000
0.00045215677298266225,0.4101176703453064,0.08316313115509727,0.3729706406593323,170000
0.00045215677298266225,0.366047901058197,0.07455044398367627,0.26205843687057495,175000
0.00045215677298266225,0.3546624861717224,0.07090118297014011,0.3176959753036499,180000
0.00045215677298266225,0.4302143060207367,0.07908865660406553,0.3131978213787079,185000
0.00045215677298266225,0.39782281002998354,0.07043605331073902,0.395099937915802,190000
0.00045215677298266225,0.40771505608558656,0.08602784731910601,0.34293481707572937,195000
0.00045215677298266225,0.3958203643321991,0.091716573872968,0.28644269704818726,200000
