time/total_timesteps,train/loss,lr/train,train/loss_avg,train/loss_std
5000,0.8158117532730103,0.00659351635336042,0.9403291876360297,0.15420420697801138
10000,0.7521992921829224,0.00659351635336042,0.7855971796035767,0.06105105308129511
15000,0.813206672668457,0.00659351635336042,0.7448467601776123,0.08144029514648554
20000,0.630756139755249,0.00659351635336042,0.6592454193115235,0.08662120755287436
25000,0.587334394454956,0.00659351635336042,0.598773360824585,0.09974424501345923
30000,0.5020458698272705,0.00659351635336042,0.5657180431365967,0.11447059049363101
35000,0.6424849033355713,0.00659351635336042,0.6491860202789307,0.1310844016710378
40000,0.45170849561691284,0.00659351635336042,0.5936436214447022,0.15948090066656492
45000,0.665827751159668,0.00659351635336042,0.5464198463439941,0.1508069117806975
50000,0.7417757511138916,0.00659351635336042,0.5753909599304199,0.09092596048188245
55000,0.4058518409729004,0.00659351635336042,0.5835418991088868,0.11335549980871823
60000,0.3686510920524597,0.00659351635336042,0.5535728145599366,0.11830984902004282
65000,0.5902806520462036,0.00659351635336042,0.5378417135238648,0.14403089469635907
70000,0.6302051544189453,0.00659351635336042,0.5535782903671265,0.14054169479262982
75000,0.3582126796245575,0.00659351635336042,0.5238103237628937,0.11474056383764186
80000,0.5199790000915527,0.00659351635336042,0.5328135776042938,0.1048393580799894
85000,0.538037121295929,0.00659351635336042,0.5114269207954407,0.14930749710166588
90000,0.2791364789009094,0.00659351635336042,0.5422767178535461,0.11408007988871309
95000,0.5145300030708313,0.00659351635336042,0.4697990521430969,0.12004192801834764
100000,0.4638473689556122,0.00659351635336042,0.5015313689231873,0.09934962198490566
105000,0.32857897877693176,0.00659351635336042,0.5113551510334015,0.12761764871823647
110000,0.4406503438949585,0.00659351635336042,0.5414353089809417,0.08790778140587902
115000,0.3598639965057373,0.00659351635336042,0.4744744613647461,0.10271707981032947
120000,0.4323374629020691,0.00659351635336042,0.46845217933654787,0.09646990873177502
125000,0.5392976999282837,0.00659351635336042,0.43086026935577393,0.12643478696646684
130000,0.4581180810928345,0.00659351635336042,0.4897763925552368,0.11045908777062304
135000,0.41857755184173584,0.00659351635336042,0.4612489255905151,0.1143171665792006
140000,0.33022260665893555,0.00659351635336042,0.43453349437713623,0.10970920156186867
145000,0.36052894592285156,0.00659351635336042,0.4220281890869141,0.10965306767850425
150000,0.47946837544441223,0.00659351635336042,0.46360366353988647,0.10457953422948141
155000,0.3387948274612427,0.00659351635336042,0.46727468862533567,0.08424012323379175
160000,0.3880169093608856,0.00659351635336042,0.4545226945877075,0.1053769477037106
165000,0.5380139946937561,0.00659351635336042,0.43650167474746704,0.10563262707092685
170000,0.6023349165916443,0.00659351635336042,0.431202020740509,0.1251779111480154
175000,0.32681095600128174,0.00659351635336042,0.415435294342041,0.09398502392004246
180000,0.3956727981567383,0.00659351635336042,0.40938545932769776,0.12157497594736605
185000,0.4011014699935913,0.00659351635336042,0.4619758008956909,0.12516246011183388
190000,0.5247958302497864,0.00659351635336042,0.4136971649169922,0.11565162661117048
195000,0.5682315826416016,0.00659351635336042,0.42282674045562746,0.10469695809956674
200000,0.3608231544494629,0.00659351635336042,0.45601000213623044,0.09235875340368109
